Project name,Period,Technology,CAPEX annuity,Additional OPEX,CAPEX total,Emissions,Energy cost,Free Allocations,cost,cost_Biobutene,cost_Bioethanol,cost_Biomass,cost_CO2 EoL,cost_Coking Coal,cost_DRI-Pellets,cost_Electricity,cost_Hydrogen,cost_Injection Coal,cost_Iron Ore,cost_Naphta,cost_Natural Gas,cost_PCW,cost_Scrap Steel,cost_ref,CAPEX annuity_ref,CAPEX total_ref,Energy cost_ref,cost_Biobutene_ref,cost_Bioethanol_ref,cost_Biomass_ref,cost_CO2 EoL_ref,cost_Coking Coal_ref,cost_DRI-Pellets_ref,cost_Electricity_ref,cost_Hydrogen_ref,cost_Injection Coal_ref,cost_Iron Ore_ref,cost_Naphta_ref,cost_Natural Gas_ref,cost_PCW_ref,cost_Scrap Steel_ref,Additional OPEX_ref,Emissions_ref,Free Allocations_ref,Additional OPEX_diff,CAPEX annuity_diff,CAPEX total_diff,Emissions_diff,Energy cost_diff,Free Allocations_diff,cost_diff,cost_Biobutene_diff,cost_Bioethanol_diff,cost_Biomass_diff,cost_CO2 EoL_diff,cost_Coking Coal_diff,cost_DRI-Pellets_diff,cost_Electricity_diff,cost_Hydrogen_diff,cost_Injection Coal_diff,cost_Iron Ore_diff,cost_Naphta_diff,cost_Natural Gas_diff,cost_PCW_diff,cost_Scrap Steel_diff,CO2 Price,Size,Effective CO2 Price,Industry,Abatement_cost,Energy cost_lower,Energy cost_upper,Energy cost_diff_lower,Energy cost_diff_upper,cost_lower,cost_upper,cost_Hydrogen_lower,cost_Hydrogen_upper,cost_Hydrogen_diff_lower,cost_Hydrogen_diff_upper,cost_diff_lower,cost_diff_upper
Andere a),2025,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,117.53459999999998,0.0,140.89207798751158,0.0,0.0,0.0,0.0,0.0,0.0,117.53459999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.90275040309203,5.500750403092048,26.7123287671233,132.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.552,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-15.01740000000001,0.0,-3.0106724155804443,0.0,0.0,0.0,0.0,0.0,0.0,117.53459999999998,0.0,0.0,0.0,0.0,-132.552,0.0,0.0,108.84,0.5,108.84,other_industries,-7.526681038951111,117.53459999999998,117.53459999999998,-15.01740000000001,-15.01740000000001,140.89207798751158,140.89207798751158,0.0,0.0,0.0,0.0,-3.0106724155804443,-3.0106724155804443
Andere a),2026,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,117.2862,0.0,140.64367798751158,0.0,0.0,0.0,0.0,0.0,0.0,117.2862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.91075040309204,5.500750403092048,26.7123287671233,133.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.56,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-16.27380000000001,0.0,-4.267072415580458,0.0,0.0,0.0,0.0,0.0,0.0,117.2862,0.0,0.0,0.0,0.0,-133.56,0.0,0.0,127.07,0.5,127.07000000000001,other_industries,-10.667681038951145,117.2862,117.2862,-16.27380000000001,-16.27380000000001,140.64367798751158,140.64367798751158,0.0,0.0,0.0,0.0,-4.267072415580458,-4.267072415580458
Andere a),2027,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,117.0378,0.0,140.3952779875116,0.0,0.0,0.0,0.0,0.0,0.0,117.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.99075040309202,5.500750403092048,26.7123287671233,134.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.64,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-17.602199999999982,0.0,-5.595472415580417,0.0,0.0,0.0,0.0,0.0,0.0,117.0378,0.0,0.0,0.0,0.0,-134.64,0.0,0.0,145.3,0.5,145.3,other_industries,-13.988681038951043,117.0378,117.0378,-17.602199999999982,-17.602199999999982,140.3952779875116,140.3952779875116,0.0,0.0,0.0,0.0,-5.595472415580417,-5.595472415580417
Andere a),2028,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,116.78939999999999,0.0,140.14687798751157,0.0,0.0,0.0,0.0,0.0,0.0,116.78939999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.99875040309203,5.500750403092048,26.7123287671233,135.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.648,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-18.85860000000001,0.0,-6.851872415580459,0.0,0.0,0.0,0.0,0.0,0.0,116.78939999999999,0.0,0.0,0.0,0.0,-135.648,0.0,0.0,163.54,0.5,163.54,other_industries,-17.129681038951148,116.78939999999999,116.78939999999999,-18.85860000000001,-18.85860000000001,140.14687798751157,140.14687798751157,0.0,0.0,0.0,0.0,-6.851872415580459,-6.851872415580459
Andere a),2029,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,116.541,0.0,139.8984779875116,0.0,0.0,0.0,0.0,0.0,0.0,116.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.07875040309204,5.500750403092048,26.7123287671233,136.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.728,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-20.187000000000012,0.0,-8.180272415580447,0.0,0.0,0.0,0.0,0.0,0.0,116.541,0.0,0.0,0.0,0.0,-136.728,0.0,0.0,181.77,0.5,181.77,other_industries,-20.450681038951117,116.541,116.541,-20.187000000000012,-20.187000000000012,139.8984779875116,139.8984779875116,0.0,0.0,0.0,0.0,-8.180272415580447,-8.180272415580447
Andere a),2030,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,116.25119999999998,0.0,139.60867798751158,0.0,0.0,0.0,0.0,0.0,0.0,116.25119999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.08675040309203,5.500750403092048,26.7123287671233,137.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.736,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-21.484800000000007,0.0,-9.478072415580442,0.0,0.0,0.0,0.0,0.0,0.0,116.25119999999998,0.0,0.0,0.0,0.0,-137.736,0.0,0.0,200.0,0.5,200.0,other_industries,-23.695181038951105,116.25119999999998,116.25119999999998,-21.484800000000007,-21.484800000000007,139.60867798751158,139.60867798751158,0.0,0.0,0.0,0.0,-9.478072415580442,-9.478072415580442
Andere a),2031,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,113.47739999999999,0.0,136.8348779875116,0.0,0.0,0.0,0.0,0.0,0.0,113.47739999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.00675040309204,5.500750403092048,26.7123287671233,145.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.656,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-32.17860000000002,0.0,-20.171872415580452,0.0,0.0,0.0,0.0,0.0,0.0,113.47739999999999,0.0,0.0,0.0,0.0,-145.656,0.0,0.0,220.0,0.5,220.0,other_industries,-50.42968103895113,113.47739999999999,113.47739999999999,-32.17860000000002,-32.17860000000002,136.8348779875116,136.8348779875116,0.0,0.0,0.0,0.0,-20.171872415580452,-20.171872415580452
Andere a),2032,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,110.66219999999998,0.0,134.01967798751159,0.0,0.0,0.0,0.0,0.0,0.0,110.66219999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.92675040309203,5.500750403092048,26.7123287671233,153.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.576,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-42.91380000000001,0.0,-30.907072415580444,0.0,0.0,0.0,0.0,0.0,0.0,110.66219999999998,0.0,0.0,0.0,0.0,-153.576,0.0,0.0,240.0,0.5,240.0,other_industries,-77.26768103895111,110.66219999999998,110.66219999999998,-42.91380000000001,-42.91380000000001,134.01967798751159,134.01967798751159,0.0,0.0,0.0,0.0,-30.907072415580444,-30.907072415580444
Andere a),2033,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,107.847,0.0,131.20447798751158,0.0,0.0,0.0,0.0,0.0,0.0,107.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.91875040309205,5.500750403092048,26.7123287671233,161.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.568,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-53.72100000000002,0.0,-41.71427241558047,0.0,0.0,0.0,0.0,0.0,0.0,107.847,0.0,0.0,0.0,0.0,-161.568,0.0,0.0,260.0,0.5,260.0,other_industries,-104.28568103895117,107.847,107.847,-53.72100000000002,-53.72100000000002,131.20447798751158,131.20447798751158,0.0,0.0,0.0,0.0,-41.71427241558047,-41.71427241558047
Andere a),2034,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,105.03179999999999,0.0,128.38927798751158,0.0,0.0,0.0,0.0,0.0,0.0,105.03179999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.83875040309204,5.500750403092048,26.7123287671233,169.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.488,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-64.45620000000001,0.0,-52.44947241558046,0.0,0.0,0.0,0.0,0.0,0.0,105.03179999999999,0.0,0.0,0.0,0.0,-169.488,0.0,0.0,280.0,0.5,280.0,other_industries,-131.12368103895113,105.03179999999999,105.03179999999999,-64.45620000000001,-64.45620000000001,128.38927798751158,128.38927798751158,0.0,0.0,0.0,0.0,-52.44947241558046,-52.44947241558046
Andere a),2035,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,102.258,0.0,125.61547798751158,0.0,0.0,0.0,0.0,0.0,0.0,102.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.75875040309202,5.500750403092048,26.7123287671233,177.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.408,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-75.14999999999999,0.0,-63.14327241558044,0.0,0.0,0.0,0.0,0.0,0.0,102.258,0.0,0.0,0.0,0.0,-177.408,0.0,0.0,300.0,0.5,300.0,other_industries,-157.8581810389511,102.258,102.258,-75.14999999999999,-75.14999999999999,125.61547798751158,125.61547798751158,0.0,0.0,0.0,0.0,-63.14327241558044,-63.14327241558044
Andere a),2036,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,99.981,0.0,123.3384779875116,0.0,0.0,0.0,0.0,0.0,0.0,99.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.32675040309203,5.500750403092048,26.7123287671233,185.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.976,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-85.995,0.0,-73.98827241558044,0.0,0.0,0.0,0.0,0.0,0.0,99.981,0.0,0.0,0.0,0.0,-185.976,0.0,0.0,320.0,0.5,320.0,other_industries,-184.97068103895108,99.981,99.981,-85.995,-85.995,123.3384779875116,123.3384779875116,0.0,0.0,0.0,0.0,-73.98827241558044,-73.98827241558044
Andere a),2037,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,97.6626,0.0,121.0200779875116,0.0,0.0,0.0,0.0,0.0,0.0,97.6626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.82275040309204,5.500750403092048,26.7123287671233,194.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.472,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-96.80940000000001,0.0,-84.80267241558045,0.0,0.0,0.0,0.0,0.0,0.0,97.6626,0.0,0.0,0.0,0.0,-194.472,0.0,0.0,340.0,0.5,340.0,other_industries,-212.00668103895111,97.6626,97.6626,-96.80940000000001,-96.80940000000001,121.0200779875116,121.0200779875116,0.0,0.0,0.0,0.0,-84.80267241558045,-84.80267241558045
Andere a),2038,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,95.3856,0.0,118.74307798751158,0.0,0.0,0.0,0.0,0.0,0.0,95.3856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.39075040309203,5.500750403092048,26.7123287671233,203.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.04,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-107.6544,0.0,-95.64767241558044,0.0,0.0,0.0,0.0,0.0,0.0,95.3856,0.0,0.0,0.0,0.0,-203.04,0.0,0.0,360.0,0.5,360.0,other_industries,-239.1191810389511,95.3856,95.3856,-107.6544,-107.6544,118.74307798751158,118.74307798751158,0.0,0.0,0.0,0.0,-95.64767241558044,-95.64767241558044
Andere a),2039,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,93.1086,0.0,116.4660779875116,0.0,0.0,0.0,0.0,0.0,0.0,93.1086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.95875040309204,5.500750403092048,26.7123287671233,211.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.608,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-118.49940000000001,0.0,-106.49267241558044,0.0,0.0,0.0,0.0,0.0,0.0,93.1086,0.0,0.0,0.0,0.0,-211.608,0.0,0.0,380.0,0.5,380.0,other_industries,-266.2316810389511,93.1086,93.1086,-118.49940000000001,-118.49940000000001,116.4660779875116,116.4660779875116,0.0,0.0,0.0,0.0,-106.49267241558044,-106.49267241558044
Andere a),2040,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,90.83159999999998,0.0,114.18907798751158,0.0,0.0,0.0,0.0,0.0,0.0,90.83159999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.52675040309202,5.500750403092048,26.7123287671233,220.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.176,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-129.3444,0.0,-117.33767241558044,0.0,0.0,0.0,0.0,0.0,0.0,90.83159999999998,0.0,0.0,0.0,0.0,-220.176,0.0,0.0,400.0,0.5,400.0,other_industries,-293.3441810389511,90.83159999999998,90.83159999999998,-129.3444,-129.3444,114.18907798751158,114.18907798751158,0.0,0.0,0.0,0.0,-117.33767241558044,-117.33767241558044
Andere a),2041,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,90.2934,0.0,113.65087798751159,0.0,0.0,0.0,0.0,0.0,0.0,90.2934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.66275040309205,5.500750403092048,26.7123287671233,228.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.312,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-138.0186,0.0,-126.01187241558046,0.0,0.0,0.0,0.0,0.0,0.0,90.2934,0.0,0.0,0.0,0.0,-228.312,0.0,0.0,420.0,0.5,420.0,other_industries,-315.02968103895114,90.2934,90.2934,-138.0186,-138.0186,113.65087798751159,113.65087798751159,0.0,0.0,0.0,0.0,-126.01187241558046,-126.01187241558046
Andere a),2042,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,89.7552,0.0,113.1126779875116,0.0,0.0,0.0,0.0,0.0,0.0,89.7552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.87075040309205,5.500750403092048,26.7123287671233,236.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-146.7648,0.0,-134.75807241558044,0.0,0.0,0.0,0.0,0.0,0.0,89.7552,0.0,0.0,0.0,0.0,-236.52,0.0,0.0,440.0,0.5,440.0,other_industries,-336.8951810389511,89.7552,89.7552,-146.7648,-146.7648,113.1126779875116,113.1126779875116,0.0,0.0,0.0,0.0,-134.75807241558044,-134.75807241558044
Andere a),2043,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,89.21699999999998,0.0,112.57447798751159,0.0,0.0,0.0,0.0,0.0,0.0,89.21699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.07875040309204,5.500750403092048,26.7123287671233,244.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.728,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-155.51100000000002,0.0,-143.50427241558046,0.0,0.0,0.0,0.0,0.0,0.0,89.21699999999998,0.0,0.0,0.0,0.0,-244.728,0.0,0.0,460.0,0.5,460.0,other_industries,-358.76068103895113,89.21699999999998,89.21699999999998,-155.51100000000002,-155.51100000000002,112.57447798751159,112.57447798751159,0.0,0.0,0.0,0.0,-143.50427241558046,-143.50427241558046
Andere a),2044,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,88.67879999999998,0.0,112.03627798751157,0.0,0.0,0.0,0.0,0.0,0.0,88.67879999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.28675040309207,5.500750403092048,26.7123287671233,252.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.936,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-164.2572,0.0,-152.2504724155805,0.0,0.0,0.0,0.0,0.0,0.0,88.67879999999998,0.0,0.0,0.0,0.0,-252.936,0.0,0.0,480.0,0.5,480.0,other_industries,-380.62618103895124,88.67879999999998,88.67879999999998,-164.2572,-164.2572,112.03627798751157,112.03627798751157,0.0,0.0,0.0,0.0,-152.2504724155805,-152.2504724155805
Andere a),2045,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,88.1406,0.0,111.4980779875116,0.0,0.0,0.0,0.0,0.0,0.0,88.1406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.4947504030921,5.500750403092048,26.7123287671233,261.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.144,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-173.0034,0.0,-160.9966724155805,0.0,0.0,0.0,0.0,0.0,0.0,88.1406,0.0,0.0,0.0,0.0,-261.144,0.0,0.0,500.0,0.5,500.0,other_industries,-402.4916810389512,88.1406,88.1406,-173.0034,-173.0034,111.4980779875116,111.4980779875116,0.0,0.0,0.0,0.0,-160.9966724155805,-160.9966724155805
Andere aa),2025,Agora-Dampfkessel,9.021511101187476,3.0,19.9771689497717,0.0,174.76883999999998,0.0,186.79035110118747,0.0,0.0,0.0,0.0,0.0,0.0,174.76883999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.4650491295878,12.063049129587826,26.712328767123303,132.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.552,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-3.0415380284003497,-6.7351598173516045,-0.4,42.21683999999999,0.0,36.32530197159966,0.0,0.0,0.0,0.0,0.0,0.0,174.76883999999998,0.0,0.0,0.0,0.0,-132.552,0.0,0.0,108.84,0.114,108.84,other_industries,90.81325492899914,174.76883999999998,174.76883999999998,42.21683999999999,42.21683999999999,186.79035110118747,186.79035110118747,0.0,0.0,0.0,0.0,36.32530197159966,36.32530197159966
Andere aa),2026,Agora-Dampfkessel,9.021511101187476,3.0,19.9771689497717,0.0,174.39947999999998,0.0,186.42099110118747,0.0,0.0,0.0,0.0,0.0,0.0,174.39947999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.47304912958782,12.063049129587826,26.712328767123303,133.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.56,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-3.0415380284003497,-6.7351598173516045,-0.4,40.83947999999998,0.0,34.94794197159965,0.0,0.0,0.0,0.0,0.0,0.0,174.39947999999998,0.0,0.0,0.0,0.0,-133.56,0.0,0.0,127.07,0.114,127.07000000000001,other_industries,87.36985492899912,174.39947999999998,174.39947999999998,40.83947999999998,40.83947999999998,186.42099110118747,186.42099110118747,0.0,0.0,0.0,0.0,34.94794197159965,34.94794197159965
Andere aa),2027,Agora-Dampfkessel,9.021511101187476,3.0,19.9771689497717,0.0,174.03012,0.0,186.0516311011875,0.0,0.0,0.0,0.0,0.0,0.0,174.03012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.5530491295878,12.063049129587826,26.712328767123303,134.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.64,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-3.0415380284003497,-6.7351598173516045,-0.4,39.390120000000024,0.0,33.49858197159969,0.0,0.0,0.0,0.0,0.0,0.0,174.03012,0.0,0.0,0.0,0.0,-134.64,0.0,0.0,145.3,0.114,145.3,other_industries,83.74645492899923,174.03012,174.03012,39.390120000000024,39.390120000000024,186.0516311011875,186.0516311011875,0.0,0.0,0.0,0.0,33.49858197159969,33.49858197159969
Andere aa),2028,Agora-Dampfkessel,9.021511101187476,3.0,19.9771689497717,0.0,173.66075999999998,0.0,185.68227110118747,0.0,0.0,0.0,0.0,0.0,0.0,173.66075999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.56104912958781,12.063049129587826,26.712328767123303,135.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.648,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-3.0415380284003497,-6.7351598173516045,-0.4,38.012759999999986,0.0,32.12122197159965,0.0,0.0,0.0,0.0,0.0,0.0,173.66075999999998,0.0,0.0,0.0,0.0,-135.648,0.0,0.0,163.54,0.114,163.54,other_industries,80.30305492899913,173.66075999999998,173.66075999999998,38.012759999999986,38.012759999999986,185.68227110118747,185.68227110118747,0.0,0.0,0.0,0.0,32.12122197159965,32.12122197159965
Andere aa),2029,Agora-Dampfkessel,9.021511101187476,3.0,19.9771689497717,0.0,173.2914,0.0,185.3129111011875,0.0,0.0,0.0,0.0,0.0,0.0,173.2914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.64104912958783,12.063049129587826,26.712328767123303,136.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.728,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-3.0415380284003497,-6.7351598173516045,-0.4,36.5634,0.0,30.671861971599668,0.0,0.0,0.0,0.0,0.0,0.0,173.2914,0.0,0.0,0.0,0.0,-136.728,0.0,0.0,181.77,0.114,181.77,other_industries,76.67965492899917,173.2914,173.2914,36.5634,36.5634,185.3129111011875,185.3129111011875,0.0,0.0,0.0,0.0,30.671861971599668,30.671861971599668
Andere aa),2030,Agora-Dampfkessel,9.021511101187476,3.0,19.9771689497717,0.0,172.86048,0.0,184.88199110118748,0.0,0.0,0.0,0.0,0.0,0.0,172.86048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.6490491295878,12.063049129587826,26.712328767123303,137.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.736,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-3.0415380284003497,-6.7351598173516045,-0.4,35.124480000000005,0.0,29.232941971599672,0.0,0.0,0.0,0.0,0.0,0.0,172.86048,0.0,0.0,0.0,0.0,-137.736,0.0,0.0,200.0,0.114,200.0,other_industries,73.08235492899918,172.86048,172.86048,35.124480000000005,35.124480000000005,184.88199110118748,184.88199110118748,0.0,0.0,0.0,0.0,29.232941971599672,29.232941971599672
Andere aa),2031,Agora-Dampfkessel,9.021511101187476,3.0,19.9771689497717,0.0,168.73596,0.0,180.7574711011875,0.0,0.0,0.0,0.0,0.0,0.0,168.73596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.56904912958782,12.063049129587826,26.712328767123303,145.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.656,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-3.0415380284003497,-6.7351598173516045,-0.4,23.07996,0.0,17.188421971599666,0.0,0.0,0.0,0.0,0.0,0.0,168.73596,0.0,0.0,0.0,0.0,-145.656,0.0,0.0,220.0,0.114,220.0,other_industries,42.971054928999166,168.73596,168.73596,23.07996,23.07996,180.7574711011875,180.7574711011875,0.0,0.0,0.0,0.0,17.188421971599666,17.188421971599666
Andere aa),2032,Agora-Dampfkessel,9.021511101187476,3.0,19.9771689497717,0.0,164.54987999999997,0.0,176.57139110118746,0.0,0.0,0.0,0.0,0.0,0.0,164.54987999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.4890491295878,12.063049129587826,26.712328767123303,153.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.576,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-3.0415380284003497,-6.7351598173516045,-0.4,10.97387999999998,0.0,5.0823419715996465,0.0,0.0,0.0,0.0,0.0,0.0,164.54987999999997,0.0,0.0,0.0,0.0,-153.576,0.0,0.0,240.0,0.114,240.0,other_industries,12.705854928999116,164.54987999999997,164.54987999999997,10.97387999999998,10.97387999999998,176.57139110118746,176.57139110118746,0.0,0.0,0.0,0.0,5.0823419715996465,5.0823419715996465
Andere aa),2033,Agora-Dampfkessel,9.021511101187476,3.0,19.9771689497717,0.0,160.3638,0.0,172.38531110118748,0.0,0.0,0.0,0.0,0.0,0.0,160.3638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.48104912958783,12.063049129587826,26.712328767123303,161.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.568,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-3.0415380284003497,-6.7351598173516045,-0.4,-1.2042000000000144,0.0,-7.095738028400348,0.0,0.0,0.0,0.0,0.0,0.0,160.3638,0.0,0.0,0.0,0.0,-161.568,0.0,0.0,260.0,0.114,260.0,other_industries,-17.73934507100087,160.3638,160.3638,-1.2042000000000144,-1.2042000000000144,172.38531110118748,172.38531110118748,0.0,0.0,0.0,0.0,-7.095738028400348,-7.095738028400348
