Project name,Period,Technology,CAPEX annuity,Additional OPEX,CAPEX total,Emissions,Energy cost,Free Allocations,cost,cost_Biobutene,cost_Bioethanol,cost_Biomass,cost_CO2 EoL,cost_Coking Coal,cost_DRI-Pellets,cost_Electricity,cost_Hydrogen,cost_Injection Coal,cost_Iron Ore,cost_Naphta,cost_Natural Gas,cost_PCW,cost_Scrap Steel,cost_ref,CAPEX annuity_ref,CAPEX total_ref,Energy cost_ref,cost_Biobutene_ref,cost_Bioethanol_ref,cost_Biomass_ref,cost_CO2 EoL_ref,cost_Coking Coal_ref,cost_DRI-Pellets_ref,cost_Electricity_ref,cost_Hydrogen_ref,cost_Injection Coal_ref,cost_Iron Ore_ref,cost_Naphta_ref,cost_Natural Gas_ref,cost_PCW_ref,cost_Scrap Steel_ref,Additional OPEX_ref,Emissions_ref,Free Allocations_ref,Additional OPEX_diff,CAPEX annuity_diff,CAPEX total_diff,Emissions_diff,Energy cost_diff,Free Allocations_diff,cost_diff,cost_Biobutene_diff,cost_Bioethanol_diff,cost_Biomass_diff,cost_CO2 EoL_diff,cost_Coking Coal_diff,cost_DRI-Pellets_diff,cost_Electricity_diff,cost_Hydrogen_diff,cost_Injection Coal_diff,cost_Iron Ore_diff,cost_Naphta_diff,cost_Natural Gas_diff,cost_PCW_diff,cost_Scrap Steel_diff,CO2 Price,Size,Effective CO2 Price,Industry,Abatement_cost
Mechanisches Recycling,2027,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,59.984399999999994,0.0,404.17151849964574,0.0,0.0,0.0,0.0,0.0,0.0,59.984399999999994,0.0,0.0,0.0,0.0,0.0,147.5,0.0,1658.100430902422,279.11043090242197,2710.79,249.43800000000005,0.0,0.0,0.0,456.2420000000001,0.0,0.0,52.836,0.0,0.0,0.0,608.9999999999999,196.60200000000003,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-189.45360000000005,0.0,-1253.9289124027762,0.0,0.0,0.0,-456.2420000000001,0.0,0.0,7.148399999999995,0.0,0.0,0.0,-608.9999999999999,-196.60200000000003,147.5,0.0,145.3,1,145.3,polymers,-1140.9726227504786
Mechanisches Recycling,2028,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,53.03639999999999,0.0,397.22351849964576,0.0,0.0,0.0,0.0,0.0,0.0,53.03639999999999,0.0,0.0,0.0,0.0,0.0,147.5,0.0,1692.0025309024215,279.11043090242197,2710.79,226.06650000000002,0.0,0.0,0.0,513.5156,0.0,0.0,46.716,0.0,0.0,0.0,608.9999999999999,179.3505,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-173.03010000000003,0.0,-1294.7790124027758,0.0,0.0,0.0,-513.5156,0.0,0.0,6.320399999999992,0.0,0.0,0.0,-608.9999999999999,-179.3505,147.5,0.0,163.54,1,163.54,polymers,-1178.1428684283671
Mechanisches Recycling,2029,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,48.635999999999996,0.0,392.8231184996458,0.0,0.0,0.0,0.0,0.0,0.0,48.635999999999996,0.0,0.0,0.0,0.0,0.0,147.5,0.0,1726.8152309024217,279.11043090242197,2710.79,203.637,0.0,0.0,0.0,570.7578000000001,0.0,0.0,42.84,0.0,0.0,0.0,608.9999999999999,160.797,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-155.001,0.0,-1333.992112402776,0.0,0.0,0.0,-570.7578000000001,0.0,0.0,5.795999999999992,0.0,0.0,0.0,-608.9999999999999,-160.797,147.5,0.0,181.77,1,181.77,polymers,-1213.8235781644912
Mechanisches Recycling,2030,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,45.162,0.0,389.3491184996457,0.0,0.0,0.0,0.0,0.0,0.0,45.162,0.0,0.0,0.0,0.0,0.0,147.5,0.0,1762.4904309024218,279.11043090242197,2710.79,182.07000000000002,0.0,0.0,0.0,628.0,0.0,0.0,39.78,0.0,0.0,0.0,608.9999999999999,142.29000000000002,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-136.90800000000002,0.0,-1373.141312402776,0.0,0.0,0.0,-628.0,0.0,0.0,5.381999999999998,0.0,0.0,0.0,-608.9999999999999,-142.29000000000002,147.5,0.0,200.0,1,200.0,polymers,-1249.446144133554
Mechanisches Recycling,2031,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,44.061899999999994,0.0,388.24901849964573,0.0,0.0,0.0,0.0,0.0,0.0,44.061899999999994,0.0,0.0,0.0,0.0,0.0,147.5,0.0,1819.2994309024218,279.11043090242197,2710.79,176.079,0.0,0.0,0.0,690.8000000000001,0.0,0.0,38.811,0.0,0.0,0.0,608.9999999999999,137.268,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-132.01710000000003,0.0,-1431.0504124027761,0.0,0.0,0.0,-690.8000000000001,0.0,0.0,5.250899999999994,0.0,0.0,0.0,-608.9999999999999,-137.268,147.5,0.0,220.0,1,220.0,polymers,-1302.1386828050736
Mechanisches Recycling,2032,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,44.640899999999995,0.0,388.82801849964574,0.0,0.0,0.0,0.0,0.0,0.0,44.640899999999995,0.0,0.0,0.0,0.0,0.0,147.5,0.0,1881.0749309024218,279.11043090242197,2710.79,175.05450000000002,0.0,0.0,0.0,753.6,0.0,0.0,39.321,0.0,0.0,0.0,608.9999999999999,135.73350000000002,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-130.41360000000003,0.0,-1492.2469124027762,0.0,0.0,0.0,-753.6,0.0,0.0,5.319899999999997,0.0,0.0,0.0,-608.9999999999999,-135.73350000000002,147.5,0.0,240.0,1,240.0,polymers,-1357.8224862627624
Mechanisches Recycling,2033,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,46.030499999999996,0.0,390.21761849964577,0.0,0.0,0.0,0.0,0.0,0.0,46.030499999999996,0.0,0.0,0.0,0.0,0.0,147.5,0.0,1943.5644309024217,279.11043090242197,2710.79,174.74400000000003,0.0,0.0,0.0,816.4,0.0,0.0,40.545,0.0,0.0,0.0,608.9999999999999,134.199,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-128.71350000000004,0.0,-1553.3468124027759,0.0,0.0,0.0,-816.4,0.0,0.0,5.485499999999995,0.0,0.0,0.0,-608.9999999999999,-134.199,147.5,0.0,260.0,1,260.0,polymers,-1413.418391631279
Mechanisches Recycling,2034,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,46.6095,0.0,390.7966184996457,0.0,0.0,0.0,0.0,0.0,0.0,46.6095,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2005.3864309024218,279.11043090242197,2710.79,173.76600000000002,0.0,0.0,0.0,879.2,0.0,0.0,41.055,0.0,0.0,0.0,608.9999999999999,132.711,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-127.15650000000002,0.0,-1614.589812402776,0.0,0.0,0.0,-879.2,0.0,0.0,5.554499999999997,0.0,0.0,0.0,-608.9999999999999,-132.711,147.5,0.0,280.0,1,280.0,polymers,-1469.1445062809607
Mechanisches Recycling,2035,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,46.4358,0.0,390.6229184996458,0.0,0.0,0.0,0.0,0.0,0.0,46.4358,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2066.5454309024217,279.11043090242197,2710.79,172.125,0.0,0.0,0.0,942.0,0.0,0.0,40.902,0.0,0.0,0.0,608.9999999999999,131.223,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-125.6892,0.0,-1675.922512402776,0.0,0.0,0.0,-942.0,0.0,0.0,5.533799999999999,0.0,0.0,0.0,-608.9999999999999,-131.223,147.5,0.0,300.0,1,300.0,polymers,-1524.9522405848732
Mechanisches Recycling,2036,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,45.9726,0.0,390.15971849964575,0.0,0.0,0.0,0.0,0.0,0.0,45.9726,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2127.4959309024216,279.11043090242197,2710.79,170.27550000000002,0.0,0.0,0.0,1004.8000000000001,0.0,0.0,40.49400000000001,0.0,0.0,0.0,608.9999999999999,129.78150000000002,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-124.30290000000002,0.0,-1737.3362124027758,0.0,0.0,0.0,-1004.8000000000001,0.0,0.0,5.478599999999993,0.0,0.0,0.0,-608.9999999999999,-129.78150000000002,147.5,0.0,320.0,1,320.0,polymers,-1580.8336782554827
Mechanisches Recycling,2037,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,45.335699999999996,0.0,389.5228184996458,0.0,0.0,0.0,0.0,0.0,0.0,45.335699999999996,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2188.2934309024217,279.11043090242197,2710.79,168.273,0.0,0.0,0.0,1067.6000000000001,0.0,0.0,39.933,0.0,0.0,0.0,608.9999999999999,128.34,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-122.9373,0.0,-1798.770612402776,0.0,0.0,0.0,-1067.6000000000001,0.0,0.0,5.402699999999996,0.0,0.0,0.0,-608.9999999999999,-128.34,147.5,0.0,340.0,1,340.0,polymers,-1636.733951230915
Mechanisches Recycling,2038,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,44.35139999999999,0.0,388.5385184996457,0.0,0.0,0.0,0.0,0.0,0.0,44.35139999999999,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2248.8314309024217,279.11043090242197,2710.79,166.011,0.0,0.0,0.0,1130.4,0.0,0.0,39.065999999999995,0.0,0.0,0.0,608.9999999999999,126.94500000000001,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-121.65960000000001,0.0,-1860.292912402776,0.0,0.0,0.0,-1130.4,0.0,0.0,5.285399999999996,0.0,0.0,0.0,-608.9999999999999,-126.94500000000001,147.5,0.0,360.0,1,360.0,polymers,-1692.714206007985
Mechanisches Recycling,2039,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,43.3671,0.0,387.55421849964574,0.0,0.0,0.0,0.0,0.0,0.0,43.3671,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2309.322930902422,279.11043090242197,2710.79,163.70250000000001,0.0,0.0,0.0,1193.2,0.0,0.0,38.199000000000005,0.0,0.0,0.0,608.9999999999999,125.5035,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-120.33540000000002,0.0,-1921.7687124027761,0.0,0.0,0.0,-1193.2,0.0,0.0,5.1680999999999955,0.0,0.0,0.0,-608.9999999999999,-125.5035,147.5,0.0,380.0,1,380.0,polymers,-1748.6521495930626
Mechanisches Recycling,2040,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,42.382799999999996,0.0,386.5699184996458,0.0,0.0,0.0,0.0,0.0,0.0,42.382799999999996,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2369.8609309024223,279.11043090242197,2710.79,161.44050000000001,0.0,0.0,0.0,1256.0,0.0,0.0,37.332,0.0,0.0,0.0,608.9999999999999,124.10850000000002,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-119.05770000000001,0.0,-1983.2910124027765,0.0,0.0,0.0,-1256.0,0.0,0.0,5.050799999999995,0.0,0.0,0.0,-608.9999999999999,-124.10850000000002,147.5,0.0,400.0,1,400.0,polymers,-1804.632404370133
Mechanisches Recycling,2041,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,42.035399999999996,0.0,386.22251849964573,0.0,0.0,0.0,0.0,0.0,0.0,42.035399999999996,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2432.4014309024215,279.11043090242197,2710.79,161.18099999999998,0.0,0.0,0.0,1318.8,0.0,0.0,37.025999999999996,0.0,0.0,0.0,608.9999999999999,124.155,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-119.14559999999999,0.0,-2046.1789124027757,0.0,0.0,0.0,-1318.8,0.0,0.0,5.009399999999999,0.0,0.0,0.0,-608.9999999999999,-124.155,147.5,0.0,420.0,1,420.0,polymers,-1861.8552433146272
Mechanisches Recycling,2042,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,41.687999999999995,0.0,385.87511849964574,0.0,0.0,0.0,0.0,0.0,0.0,41.687999999999995,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2495.220930902422,279.11043090242197,2710.79,161.2005,0.0,0.0,0.0,1381.6000000000001,0.0,0.0,36.72,0.0,0.0,0.0,608.9999999999999,124.4805,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-119.51250000000002,0.0,-2109.345812402776,0.0,0.0,0.0,-1381.6000000000001,0.0,0.0,4.967999999999996,0.0,0.0,0.0,-608.9999999999999,-124.4805,147.5,0.0,440.0,1,440.0,polymers,-1919.331949411079
Mechanisches Recycling,2043,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,41.3985,0.0,385.58561849964576,0.0,0.0,0.0,0.0,0.0,0.0,41.3985,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2558.091430902422,279.11043090242197,2710.79,161.27100000000002,0.0,0.0,0.0,1444.4,0.0,0.0,36.465,0.0,0.0,0.0,608.9999999999999,124.80600000000001,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-119.87250000000002,0.0,-2172.5058124027764,0.0,0.0,0.0,-1444.4,0.0,0.0,4.933499999999995,0.0,0.0,0.0,-608.9999999999999,-124.80600000000001,147.5,0.0,460.0,1,460.0,polymers,-1976.8023770725897
Mechanisches Recycling,2044,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,40.7037,0.0,384.8908184996457,0.0,0.0,0.0,0.0,0.0,0.0,40.7037,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2620.6514309024215,279.11043090242197,2710.79,161.031,0.0,0.0,0.0,1507.2,0.0,0.0,35.853,0.0,0.0,0.0,608.9999999999999,125.17800000000001,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-120.32730000000001,0.0,-2235.7606124027757,0.0,0.0,0.0,-1507.2,0.0,0.0,4.850699999999996,0.0,0.0,0.0,-608.9999999999999,-125.17800000000001,147.5,0.0,480.0,1,480.0,polymers,-2034.3590649706782
Mechanisches Recycling,2045,Steamcracker_Naphtha,11.507118499645742,185.18,111.76,0.471,40.414199999999994,0.0,384.60131849964574,0.0,0.0,0.0,0.0,0.0,0.0,40.414199999999994,0.0,0.0,0.0,0.0,0.0,147.5,0.0,2683.5219309024214,279.11043090242197,2710.79,161.1015,0.0,0.0,0.0,1570.0,0.0,0.0,35.598,0.0,0.0,0.0,608.9999999999999,125.5035,0.0,0.0,64.31,1.57,0.0,120.87,-267.6033124027762,-2599.0299999999997,-1.0990000000000002,-120.6873,0.0,-2298.9206124027755,0.0,0.0,0.0,-1570.0,0.0,0.0,4.816199999999995,0.0,0.0,0.0,-608.9999999999999,-125.5035,147.5,0.0,500.0,1,500.0,polymers,-2091.8294926321882
Methanolroute,2025,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,1257.58,0.0,4873.010808840424,0.0,0.0,0.0,0.0,0.0,0.0,1257.58,3069.47397400638,0.0,0.0,0.0,0.0,0.0,0.0,1527.6560427781048,196.93594277810507,2710.79,315.6525,0.0,0.0,0.0,341.7576,0.0,0.0,56.508,0.0,0.0,0.0,608.9999999999999,259.1445,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,941.9275,0.0,3345.354766062319,0.0,0.0,0.0,-341.7576,0.0,0.0,1201.072,3069.47397400638,0.0,0.0,-608.9999999999999,-259.1445,0.0,0.0,108.84,1,108.84,polymers,3836.416016126512
Methanolroute,2026,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,1153.1599999999999,0.0,4705.983141208844,0.0,0.0,0.0,0.0,0.0,0.0,1153.1599999999999,3006.8663063748,0.0,0.0,0.0,0.0,0.0,0.0,1536.1242427781049,196.93594277810507,2710.79,266.87850000000003,0.0,0.0,0.0,398.9998,0.0,0.0,51.815999999999995,0.0,0.0,0.0,608.9999999999999,215.06250000000003,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,886.2814999999998,0.0,3169.8588984307394,0.0,0.0,0.0,-398.9998,0.0,0.0,1101.3439999999998,3006.8663063748,0.0,0.0,-608.9999999999999,-215.06250000000003,0.0,0.0,127.07,1,127.07,polymers,3635.1592871912144
Methanolroute,2027,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,1175.86,0.0,4668.479055341864,0.0,0.0,0.0,0.0,0.0,0.0,1175.86,2946.6622205078197,0.0,0.0,0.0,0.0,0.0,0.0,1575.925942778105,196.93594277810507,2710.79,249.43800000000005,0.0,0.0,0.0,456.2420000000001,0.0,0.0,52.836,0.0,0.0,0.0,608.9999999999999,196.60200000000003,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,926.4219999999998,0.0,3092.553112563759,0.0,0.0,0.0,-456.2420000000001,0.0,0.0,1123.024,2946.6622205078197,0.0,0.0,-608.9999999999999,-196.60200000000003,0.0,0.0,145.3,1,145.3,polymers,3546.505863031833
Methanolroute,2028,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,1039.6599999999999,0.0,4475.247100812914,0.0,0.0,0.0,0.0,0.0,0.0,1039.6599999999999,2889.63026597887,0.0,0.0,0.0,0.0,0.0,0.0,1609.8280427781046,196.93594277810507,2710.79,226.06650000000002,0.0,0.0,0.0,513.5156,0.0,0.0,46.716,0.0,0.0,0.0,608.9999999999999,179.3505,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,813.5934999999998,0.0,2865.4190580348095,0.0,0.0,0.0,-513.5156,0.0,0.0,992.9439999999998,2889.63026597887,0.0,0.0,-608.9999999999999,-179.3505,0.0,0.0,163.54,1,163.54,polymers,3286.0310298564327
Methanolroute,2029,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,953.4,0.0,4335.632519732834,0.0,0.0,0.0,0.0,0.0,0.0,953.4,2836.2756848987897,0.0,0.0,0.0,0.0,0.0,0.0,1644.6407427781048,196.93594277810507,2710.79,203.637,0.0,0.0,0.0,570.7578000000001,0.0,0.0,42.84,0.0,0.0,0.0,608.9999999999999,160.797,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,749.7629999999999,0.0,2690.991776954729,0.0,0.0,0.0,-570.7578000000001,0.0,0.0,910.56,2836.2756848987897,0.0,0.0,-608.9999999999999,-160.797,0.0,0.0,181.77,1,181.77,polymers,3085.9997442141384
Methanolroute,2030,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,885.3,0.0,4220.967859149545,0.0,0.0,0.0,0.0,0.0,0.0,885.3,2789.7110243155003,0.0,0.0,0.0,0.0,0.0,0.0,1680.315942778105,196.93594277810507,2710.79,182.07000000000002,0.0,0.0,0.0,628.0,0.0,0.0,39.78,0.0,0.0,0.0,608.9999999999999,142.29000000000002,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,703.2299999999999,0.0,2540.65191637144,0.0,0.0,0.0,-628.0,0.0,0.0,845.52,2789.7110243155003,0.0,0.0,-608.9999999999999,-142.29000000000002,0.0,0.0,200.0,1,200.00000000000003,polymers,2913.591647214954
Methanolroute,2031,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,863.7349999999999,0.0,4157.071540240414,0.0,0.0,0.0,0.0,0.0,0.0,863.7349999999999,2747.37970540637,0.0,0.0,0.0,0.0,0.0,0.0,1737.124942778105,196.93594277810507,2710.79,176.079,0.0,0.0,0.0,690.8000000000001,0.0,0.0,38.811,0.0,0.0,0.0,608.9999999999999,137.268,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,687.656,0.0,2419.946597462309,0.0,0.0,0.0,-690.8000000000001,0.0,0.0,824.9239999999999,2747.37970540637,0.0,0.0,-608.9999999999999,-137.268,0.0,0.0,220.0,1,220.0,polymers,2775.1681163558587
Methanolroute,2032,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,875.0849999999999,0.0,4089.915993640555,0.0,0.0,0.0,0.0,0.0,0.0,875.0849999999999,2668.87415880651,0.0,0.0,0.0,0.0,0.0,0.0,1798.900442778105,196.93594277810507,2710.79,175.05450000000002,0.0,0.0,0.0,753.6,0.0,0.0,39.321,0.0,0.0,0.0,608.9999999999999,135.73350000000002,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,700.0304999999998,0.0,2291.0155508624503,0.0,0.0,0.0,-753.6,0.0,0.0,835.7639999999999,2668.87415880651,0.0,0.0,-608.9999999999999,-135.73350000000002,0.0,0.0,240.0,1,240.0,polymers,2627.311411539507
Methanolroute,2033,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,902.3249999999999,0.0,4117.155993640555,0.0,0.0,0.0,0.0,0.0,0.0,902.3249999999999,2668.87415880651,0.0,0.0,0.0,0.0,0.0,0.0,1861.3899427781048,196.93594277810507,2710.79,174.74400000000003,0.0,0.0,0.0,816.4,0.0,0.0,40.545,0.0,0.0,0.0,608.9999999999999,134.199,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,727.5809999999999,0.0,2255.76605086245,0.0,0.0,0.0,-816.4,0.0,0.0,861.78,2668.87415880651,0.0,0.0,-608.9999999999999,-134.199,0.0,0.0,260.0,1,260.0,polymers,2586.887673007396
Methanolroute,2034,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,913.675,0.0,4128.505993640554,0.0,0.0,0.0,0.0,0.0,0.0,913.675,2668.87415880651,0.0,0.0,0.0,0.0,0.0,0.0,1923.211942778105,196.93594277810507,2710.79,173.76600000000002,0.0,0.0,0.0,879.2,0.0,0.0,41.055,0.0,0.0,0.0,608.9999999999999,132.711,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,739.9089999999999,0.0,2205.2940508624492,0.0,0.0,0.0,-879.2,0.0,0.0,872.62,2668.87415880651,0.0,0.0,-608.9999999999999,-132.711,0.0,0.0,280.0,1,280.0,polymers,2529.0069390624417
Methanolroute,2035,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,910.27,0.0,3965.356447529565,0.0,0.0,0.0,0.0,0.0,0.0,910.27,2509.12961269552,0.0,0.0,0.0,0.0,0.0,0.0,1984.370942778105,196.93594277810507,2710.79,172.125,0.0,0.0,0.0,942.0,0.0,0.0,40.902,0.0,0.0,0.0,608.9999999999999,131.223,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,738.145,0.0,1980.9855047514598,0.0,0.0,0.0,-942.0,0.0,0.0,869.3679999999999,2509.12961269552,0.0,0.0,-608.9999999999999,-131.223,0.0,0.0,300.0,1,300.0,polymers,2271.7723678342427
Methanolroute,2036,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,901.19,0.0,3931.164861591185,0.0,0.0,0.0,0.0,0.0,0.0,901.19,2484.01802675714,0.0,0.0,0.0,0.0,0.0,0.0,2045.321442778105,196.93594277810507,2710.79,170.27550000000002,0.0,0.0,0.0,1004.8000000000001,0.0,0.0,40.49400000000001,0.0,0.0,0.0,608.9999999999999,129.78150000000002,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,730.9145000000001,0.0,1885.84341881308,0.0,0.0,0.0,-1004.8000000000001,0.0,0.0,860.696,2484.01802675714,0.0,0.0,-608.9999999999999,-129.78150000000002,0.0,0.0,320.0,1,320.0,polymers,2162.664471115917
Methanolroute,2037,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,888.7049999999999,0.0,3893.568275157215,0.0,0.0,0.0,0.0,0.0,0.0,888.7049999999999,2458.90644032317,0.0,0.0,0.0,0.0,0.0,0.0,2106.1189427781046,196.93594277810507,2710.79,168.273,0.0,0.0,0.0,1067.6000000000001,0.0,0.0,39.933,0.0,0.0,0.0,608.9999999999999,128.34,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,720.4319999999999,0.0,1787.4493323791103,0.0,0.0,0.0,-1067.6000000000001,0.0,0.0,848.7719999999999,2458.90644032317,0.0,0.0,-608.9999999999999,-128.34,0.0,0.0,340.0,1,340.0,polymers,2049.8272160310894
Methanolroute,2038,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,869.4099999999999,0.0,3849.161689218835,0.0,0.0,0.0,0.0,0.0,0.0,869.4099999999999,2433.79485438479,0.0,0.0,0.0,0.0,0.0,0.0,2166.656942778105,196.93594277810507,2710.79,166.011,0.0,0.0,0.0,1130.4,0.0,0.0,39.065999999999995,0.0,0.0,0.0,608.9999999999999,126.94500000000001,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,703.3989999999999,0.0,1682.5047464407298,0.0,0.0,0.0,-1130.4,0.0,0.0,830.3439999999998,2433.79485438479,0.0,0.0,-608.9999999999999,-126.94500000000001,0.0,0.0,360.0,1,360.0,polymers,1929.4779202301945
Methanolroute,2039,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,850.115,0.0,3804.7551032804554,0.0,0.0,0.0,0.0,0.0,0.0,850.115,2408.6832684464102,0.0,0.0,0.0,0.0,0.0,0.0,2227.148442778105,196.93594277810507,2710.79,163.70250000000001,0.0,0.0,0.0,1193.2,0.0,0.0,38.199000000000005,0.0,0.0,0.0,608.9999999999999,125.5035,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,686.4125,0.0,1577.6066605023502,0.0,0.0,0.0,-1193.2,0.0,0.0,811.916,2408.6832684464102,0.0,0.0,-608.9999999999999,-125.5035,0.0,0.0,380.0,1,379.99999999999994,polymers,1809.1819501173738
Methanolroute,2040,Steamcracker_Naphtha,408.83683483404496,137.12,5627.57,0.698,830.82,0.0,3760.3485168464854,0.0,0.0,0.0,0.0,0.0,0.0,830.82,2383.5716820124403,0.0,0.0,0.0,0.0,0.0,0.0,2287.686442778105,196.93594277810507,2710.79,161.44050000000001,0.0,0.0,0.0,1256.0,0.0,0.0,37.332,0.0,0.0,0.0,608.9999999999999,124.10850000000002,0.0,0.0,64.31,1.57,0.0,72.81,211.9008920559399,2916.7799999999997,-0.8720000000000001,669.3795,0.0,1472.6620740683802,0.0,0.0,0.0,-1256.0,0.0,0.0,793.488,2383.5716820124403,0.0,0.0,-608.9999999999999,-124.10850000000002,0.0,0.0,400.0,1,400.00000000000006,polymers,1688.8326537481423
