Project name,Period,Technology,CAPEX annuity,Additional OPEX,CAPEX total,Emissions,Energy cost,Free Allocations,cost,cost_Biobutene,cost_Bioethanol,cost_Biomass,cost_CO2 EoL,cost_Coking Coal,cost_DRI-Pellets,cost_Electricity,cost_Hydrogen,cost_Injection Coal,cost_Iron Ore,cost_Naphta,cost_Natural Gas,cost_PCW,cost_Scrap Steel,cost_ref,CAPEX annuity_ref,CAPEX total_ref,Energy cost_ref,cost_Biobutene_ref,cost_Bioethanol_ref,cost_Biomass_ref,cost_CO2 EoL_ref,cost_Coking Coal_ref,cost_DRI-Pellets_ref,cost_Electricity_ref,cost_Hydrogen_ref,cost_Injection Coal_ref,cost_Iron Ore_ref,cost_Naphta_ref,cost_Natural Gas_ref,cost_PCW_ref,cost_Scrap Steel_ref,Additional OPEX_ref,Emissions_ref,Free Allocations_ref,Additional OPEX_diff,CAPEX annuity_diff,CAPEX total_diff,Emissions_diff,Energy cost_diff,Free Allocations_diff,cost_diff,cost_Biobutene_diff,cost_Bioethanol_diff,cost_Biomass_diff,cost_CO2 EoL_diff,cost_Coking Coal_diff,cost_DRI-Pellets_diff,cost_Electricity_diff,cost_Hydrogen_diff,cost_Injection Coal_diff,cost_Iron Ore_diff,cost_Naphta_diff,cost_Natural Gas_diff,cost_PCW_diff,cost_Scrap Steel_diff,CO2 Price,Size,Effective CO2 Price,Industry,Abatement_cost,Energy cost_lower,Energy cost_upper,Energy cost_diff_lower,Energy cost_diff_upper,Energy cost_ref_lower,Energy cost_ref_upper,cost_lower,cost_upper,cost_Natural Gas_lower,cost_Natural Gas_upper,cost_Natural Gas_diff_lower,cost_Natural Gas_diff_upper,cost_Natural Gas_ref_lower,cost_Natural Gas_ref_upper,cost_diff_lower,cost_diff_upper,cost_ref_lower,cost_ref_upper
Andere d),2040,Agora-Dampfkessel,8.618929947711568,3.0,98.8584474885845,0.0,95.37317999999999,0.0,106.99210994771155,0.0,0.0,0.0,0.0,0.0,0.0,95.37317999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.35490254938162,2.3289025493816484,26.7123287671233,220.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.176,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,6.290027398329919,72.1461187214612,-0.4,-124.80282,0.0,-121.36279260167007,0.0,0.0,0.0,0.0,0.0,0.0,95.37317999999999,0.0,0.0,0.0,0.0,-220.176,0.0,0.0,400.0,0.3,400.0,other_industries,-303.4069815041751,95.37317999999999,95.37317999999999,-168.83802000000003,-80.76761999999997,176.14079999999996,264.2112,106.99210994771155,106.99210994771155,0.0,0.0,-264.2112,-176.14079999999996,176.14079999999996,264.2112,-165.3979926016701,-77.32759260167003,184.3197025493816,272.39010254938165
Andere d),2041,Agora-Dampfkessel,8.618929947711568,3.0,98.8584474885845,0.0,94.80807000000001,0.0,106.42699994771158,0.0,0.0,0.0,0.0,0.0,0.0,94.80807000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.49090254938164,2.3289025493816484,26.7123287671233,228.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.312,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,6.290027398329919,72.1461187214612,-0.4,-133.50393,0.0,-130.06390260167007,0.0,0.0,0.0,0.0,0.0,0.0,94.80807000000001,0.0,0.0,0.0,0.0,-228.312,0.0,0.0,420.0,0.3,420.0,other_industries,-325.15975650417516,94.80807000000001,94.80807000000001,-179.16633,-87.84153,182.64960000000002,273.9744,106.42699994771158,106.42699994771158,0.0,0.0,-273.9744,-182.64960000000002,182.64960000000002,273.9744,-175.7263026016701,-84.40150260167002,190.8285025493816,282.1533025493817
Andere d),2042,Agora-Dampfkessel,8.618929947711568,3.0,98.8584474885845,0.0,94.24296,0.0,105.86188994771156,0.0,0.0,0.0,0.0,0.0,0.0,94.24296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.69890254938164,2.3289025493816484,26.7123287671233,236.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,6.290027398329919,72.1461187214612,-0.4,-142.27704,0.0,-138.8370126016701,0.0,0.0,0.0,0.0,0.0,0.0,94.24296,0.0,0.0,0.0,0.0,-236.52,0.0,0.0,440.0,0.3,440.0,other_industries,-347.0925315041752,94.24296,94.24296,-189.5810400000001,-94.97303999999991,189.21599999999998,283.82400000000007,105.86188994771156,105.86188994771156,0.0,0.0,-283.82400000000007,-189.21599999999998,189.21599999999998,283.82400000000007,-186.14101260167018,-91.53301260167001,197.3949025493815,292.0029025493818
Andere d),2043,Agora-Dampfkessel,8.618929947711568,3.0,98.8584474885845,0.0,93.67784999999999,0.0,105.29677994771156,0.0,0.0,0.0,0.0,0.0,0.0,93.67784999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.90690254938164,2.3289025493816484,26.7123287671233,244.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.728,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,6.290027398329919,72.1461187214612,-0.4,-151.05015000000003,0.0,-147.61012260167007,0.0,0.0,0.0,0.0,0.0,0.0,93.67784999999999,0.0,0.0,0.0,0.0,-244.728,0.0,0.0,460.0,0.3,460.0,other_industries,-369.02530650417515,93.67784999999999,93.67784999999999,-199.99575000000004,-102.10455000000002,195.7824,293.6736,105.29677994771156,105.29677994771156,0.0,0.0,-293.6736,-195.7824,195.7824,293.6736,-196.5557226016702,-98.66452260166994,203.96130254938151,301.85250254938177
Andere d),2044,Agora-Dampfkessel,8.618929947711568,3.0,98.8584474885845,0.0,93.11273999999999,0.0,104.73166994771155,0.0,0.0,0.0,0.0,0.0,0.0,93.11273999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.11490254938167,2.3289025493816484,26.7123287671233,252.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.936,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,6.290027398329919,72.1461187214612,-0.4,-159.82326,0.0,-156.3832326016701,0.0,0.0,0.0,0.0,0.0,0.0,93.11273999999999,0.0,0.0,0.0,0.0,-252.936,0.0,0.0,480.0,0.3,480.0,other_industries,-390.95808150417525,93.11273999999999,93.11273999999999,-210.41046000000006,-109.23605999999995,202.3488,303.5232,104.73166994771155,104.73166994771155,0.0,0.0,-303.5232,-202.3488,202.3488,303.5232,-206.97043260167015,-105.79603260167005,210.52770254938162,311.7021025493817
Andere d),2045,Agora-Dampfkessel,8.618929947711568,3.0,98.8584474885845,0.0,92.54763000000001,0.0,104.16655994771158,0.0,0.0,0.0,0.0,0.0,0.0,92.54763000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.3229025493817,2.3289025493816484,26.7123287671233,261.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.144,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,6.290027398329919,72.1461187214612,-0.4,-168.59636999999998,0.0,-165.15634260167013,0.0,0.0,0.0,0.0,0.0,0.0,92.54763000000001,0.0,0.0,0.0,0.0,-261.144,0.0,0.0,500.0,0.3,500.0,other_industries,-412.8908565041753,92.54763000000001,92.54763000000001,-220.82516999999996,-116.36757,208.91520000000003,313.3728,104.16655994771158,104.16655994771158,0.0,0.0,-313.3728,-208.91520000000003,208.91520000000003,313.3728,-217.3851426016701,-112.92754260167015,217.09410254938172,321.5517025493817
Andere e),2025,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,174.76883999999998,0.0,179.51054062453755,0.0,0.0,0.0,0.0,0.0,0.0,174.76883999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.73090254938163,2.3289025493816484,26.7123287671233,132.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.552,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,42.21683999999999,0.0,38.77963807515593,0.0,0.0,0.0,0.0,0.0,0.0,174.76883999999998,0.0,0.0,0.0,0.0,-132.552,0.0,0.0,108.84,0.05,108.84,other_industries,96.94909518788982,174.76883999999998,174.76883999999998,15.706439999999986,68.72724,106.04159999999999,159.0624,179.51054062453755,179.51054062453755,0.0,0.0,-159.0624,-106.04159999999999,106.04159999999999,159.0624,12.269238075155926,65.29003807515593,114.22050254938162,167.24130254938163
Andere e),2026,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,174.39947999999998,0.0,179.14118062453755,0.0,0.0,0.0,0.0,0.0,0.0,174.39947999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.73890254938163,2.3289025493816484,26.7123287671233,133.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.56,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,40.83947999999998,0.0,37.40227807515592,0.0,0.0,0.0,0.0,0.0,0.0,174.39947999999998,0.0,0.0,0.0,0.0,-133.56,0.0,0.0,127.07,0.05,127.07000000000001,other_industries,93.5056951878898,174.39947999999998,174.39947999999998,14.127479999999991,67.55147999999997,106.84800000000001,160.272,179.14118062453755,179.14118062453755,0.0,0.0,-160.272,-106.84800000000001,106.84800000000001,160.272,10.69027807515593,64.11427807515591,115.02690254938165,168.45090254938162
Andere e),2027,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,174.03012,0.0,178.77182062453758,0.0,0.0,0.0,0.0,0.0,0.0,174.03012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.81890254938162,2.3289025493816484,26.7123287671233,134.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.64,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,39.390120000000024,0.0,35.952918075155964,0.0,0.0,0.0,0.0,0.0,0.0,174.03012,0.0,0.0,0.0,0.0,-134.64,0.0,0.0,145.3,0.05,145.3,other_industries,89.88229518788991,174.03012,174.03012,12.462120000000027,66.31812000000002,107.71199999999999,161.56799999999998,178.77182062453758,178.77182062453758,0.0,0.0,-161.56799999999998,-107.71199999999999,107.71199999999999,161.56799999999998,9.024918075155966,62.88091807515596,115.89090254938162,169.74690254938162
Andere e),2028,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,173.66075999999998,0.0,178.40246062453755,0.0,0.0,0.0,0.0,0.0,0.0,173.66075999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.82690254938163,2.3289025493816484,26.7123287671233,135.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.648,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,38.012759999999986,0.0,34.575558075155925,0.0,0.0,0.0,0.0,0.0,0.0,173.66075999999998,0.0,0.0,0.0,0.0,-135.648,0.0,0.0,163.54,0.05,163.54,other_industries,86.43889518788981,173.66075999999998,173.66075999999998,10.883160000000004,65.14235999999997,108.51840000000001,162.77759999999998,178.40246062453755,178.40246062453755,0.0,0.0,-162.77759999999998,-108.51840000000001,108.51840000000001,162.77759999999998,7.445958075155943,61.70515807515591,116.69730254938165,170.9565025493816
Andere e),2029,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,173.2914,0.0,178.03310062453758,0.0,0.0,0.0,0.0,0.0,0.0,173.2914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.90690254938164,2.3289025493816484,26.7123287671233,136.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.728,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,36.5634,0.0,33.12619807515594,0.0,0.0,0.0,0.0,0.0,0.0,173.2914,0.0,0.0,0.0,0.0,-136.728,0.0,0.0,181.77,0.05,181.77,other_industries,82.81549518788985,173.2914,173.2914,9.217800000000011,63.90899999999999,109.38240000000002,164.0736,178.03310062453758,178.03310062453758,0.0,0.0,-164.0736,-109.38240000000002,109.38240000000002,164.0736,5.78059807515595,60.47179807515593,117.56130254938165,172.25250254938163
Andere e),2030,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,172.86048,0.0,177.60218062453757,0.0,0.0,0.0,0.0,0.0,0.0,172.86048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.91490254938162,2.3289025493816484,26.7123287671233,137.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.736,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,35.124480000000005,0.0,31.687278075155945,0.0,0.0,0.0,0.0,0.0,0.0,172.86048,0.0,0.0,0.0,0.0,-137.736,0.0,0.0,200.0,0.05,200.0,other_industries,79.21819518788986,172.86048,172.86048,7.57728000000003,62.67167999999998,110.18880000000001,165.28319999999997,177.60218062453757,177.60218062453757,0.0,0.0,-165.28319999999997,-110.18880000000001,110.18880000000001,165.28319999999997,4.140078075155969,59.23447807515592,118.36770254938165,173.4621025493816
Andere e),2031,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,168.73596,0.0,173.47766062453758,0.0,0.0,0.0,0.0,0.0,0.0,168.73596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.83490254938164,2.3289025493816484,26.7123287671233,145.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.656,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,23.07996,0.0,19.64275807515594,0.0,0.0,0.0,0.0,0.0,0.0,168.73596,0.0,0.0,0.0,0.0,-145.656,0.0,0.0,220.0,0.05,220.0,other_industries,49.10689518788985,168.73596,168.73596,-6.051239999999979,52.21115999999998,116.52480000000003,174.78719999999998,173.47766062453758,173.47766062453758,0.0,0.0,-174.78719999999998,-116.52480000000003,116.52480000000003,174.78719999999998,-9.48844192484404,48.77395807515592,124.70370254938166,182.96610254938162
Andere e),2032,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,164.54987999999997,0.0,169.29158062453754,0.0,0.0,0.0,0.0,0.0,0.0,164.54987999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.75490254938163,2.3289025493816484,26.7123287671233,153.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.576,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,10.97387999999998,0.0,7.536678075155919,0.0,0.0,0.0,0.0,0.0,0.0,164.54987999999997,0.0,0.0,0.0,0.0,-153.576,0.0,0.0,240.0,0.05,240.0,other_industries,18.841695187889798,164.54987999999997,164.54987999999997,-19.74132,41.68907999999996,122.86080000000001,184.29119999999998,169.29158062453754,169.29158062453754,0.0,0.0,-184.29119999999998,-122.86080000000001,122.86080000000001,184.29119999999998,-23.178521924844063,38.2518780751559,131.03970254938164,192.4701025493816
Andere e),2033,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,160.3638,0.0,165.10550062453757,0.0,0.0,0.0,0.0,0.0,0.0,160.3638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.74690254938164,2.3289025493816484,26.7123287671233,161.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.568,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-1.2042000000000144,0.0,-4.641401924844075,0.0,0.0,0.0,0.0,0.0,0.0,160.3638,0.0,0.0,0.0,0.0,-161.568,0.0,0.0,260.0,0.05,260.0,other_industries,-11.603504812110188,160.3638,160.3638,-33.51780000000002,31.109399999999994,129.2544,193.88160000000002,165.10550062453757,165.10550062453757,0.0,0.0,-193.88160000000002,-129.2544,129.2544,193.88160000000002,-36.95500192484408,27.672198075155933,137.43330254938164,202.06050254938165
Andere e),2034,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,156.17772,0.0,160.91942062453757,0.0,0.0,0.0,0.0,0.0,0.0,156.17772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.66690254938163,2.3289025493816484,26.7123287671233,169.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.488,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-13.310280000000006,0.0,-16.747481924844067,0.0,0.0,0.0,0.0,0.0,0.0,156.17772,0.0,0.0,0.0,0.0,-169.488,0.0,0.0,280.0,0.05,280.0,other_industries,-41.86870481211017,156.17772,156.17772,-47.20788000000002,20.587320000000005,135.5904,203.3856,160.91942062453757,160.91942062453757,0.0,0.0,-203.3856,-135.5904,135.5904,203.3856,-50.64508192484408,17.150118075155945,143.76930254938162,211.56450254938164
Andere e),2035,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,152.0532,0.0,156.79490062453758,0.0,0.0,0.0,0.0,0.0,0.0,152.0532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.58690254938162,2.3289025493816484,26.7123287671233,177.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.408,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-25.354799999999983,0.0,-28.792001924844044,0.0,0.0,0.0,0.0,0.0,0.0,152.0532,0.0,0.0,0.0,0.0,-177.408,0.0,0.0,300.0,0.05,300.0,other_industries,-71.98000481211011,152.0532,152.0532,-60.8364,10.126800000000031,141.92639999999997,212.8896,156.79490062453758,156.79490062453758,0.0,0.0,-212.8896,-141.92639999999997,141.92639999999997,212.8896,-64.27360192484406,6.6895980751559705,150.1053025493816,221.06850254938163
Andere e),2036,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,148.6674,0.0,153.40910062453756,0.0,0.0,0.0,0.0,0.0,0.0,148.6674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.15490254938163,2.3289025493816484,26.7123287671233,185.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.976,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-37.30860000000001,0.0,-40.74580192484407,0.0,0.0,0.0,0.0,0.0,0.0,148.6674,0.0,0.0,0.0,0.0,-185.976,0.0,0.0,320.0,0.05,320.0,other_industries,-101.86450481211018,148.6674,148.6674,-74.50380000000001,-0.11340000000001282,148.7808,223.1712,153.40910062453756,153.40910062453756,0.0,0.0,-223.1712,-148.7808,148.7808,223.1712,-77.94100192484407,-3.5506019248440737,156.95970254938163,231.35010254938163
Andere e),2037,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,145.22004,0.0,149.96174062453758,0.0,0.0,0.0,0.0,0.0,0.0,145.22004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.65090254938164,2.3289025493816484,26.7123287671233,194.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.472,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-49.25196,0.0,-52.68916192484406,0.0,0.0,0.0,0.0,0.0,0.0,145.22004,0.0,0.0,0.0,0.0,-194.472,0.0,0.0,340.0,0.05,340.0,other_industries,-131.72290481211013,145.22004,145.22004,-88.14636000000002,-10.357559999999978,155.5776,233.36640000000003,149.96174062453758,149.96174062453758,0.0,0.0,-233.36640000000003,-155.5776,155.5776,233.36640000000003,-91.58356192484408,-13.794761924844039,163.75650254938162,241.54530254938166
Andere e),2038,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,141.83424,0.0,146.57594062453757,0.0,0.0,0.0,0.0,0.0,0.0,141.83424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.21890254938162,2.3289025493816484,26.7123287671233,203.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.04,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-61.20576,0.0,-64.64296192484406,0.0,0.0,0.0,0.0,0.0,0.0,141.83424,0.0,0.0,0.0,0.0,-203.04,0.0,0.0,360.0,0.05,360.0,other_industries,-161.60740481211013,141.83424,141.83424,-101.81376,-20.597759999999994,162.432,243.648,146.57594062453757,146.57594062453757,0.0,0.0,-243.648,-162.432,162.432,243.648,-105.25096192484406,-24.034961924844055,170.61090254938162,251.82690254938163
Andere e),2039,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,138.44844,0.0,143.19014062453758,0.0,0.0,0.0,0.0,0.0,0.0,138.44844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.78690254938164,2.3289025493816484,26.7123287671233,211.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.608,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-73.15956,0.0,-76.59676192484406,0.0,0.0,0.0,0.0,0.0,0.0,138.44844,0.0,0.0,0.0,0.0,-211.608,0.0,0.0,380.0,0.05,380.0,other_industries,-191.49190481211014,138.44844,138.44844,-115.48115999999999,-30.83796000000001,169.28640000000001,253.9296,143.19014062453758,143.19014062453758,0.0,0.0,-253.9296,-169.28640000000001,169.28640000000001,253.9296,-118.91836192484405,-34.27516192484407,177.46530254938165,262.1085025493816
Andere e),2040,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,135.06264,0.0,139.80434062453756,0.0,0.0,0.0,0.0,0.0,0.0,135.06264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.35490254938162,2.3289025493816484,26.7123287671233,220.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.176,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-85.11336,0.0,-88.55056192484406,0.0,0.0,0.0,0.0,0.0,0.0,135.06264,0.0,0.0,0.0,0.0,-220.176,0.0,0.0,400.0,0.05,400.0,other_industries,-221.37640481211014,135.06264,135.06264,-129.14856000000003,-41.07815999999997,176.14079999999996,264.2112,139.80434062453756,139.80434062453756,0.0,0.0,-264.2112,-176.14079999999996,176.14079999999996,264.2112,-132.5857619248441,-44.51536192484403,184.3197025493816,272.39010254938165
Andere e),2041,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,134.26236,0.0,139.00406062453757,0.0,0.0,0.0,0.0,0.0,0.0,134.26236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.49090254938164,2.3289025493816484,26.7123287671233,228.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.312,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-94.04964000000001,0.0,-97.48684192484407,0.0,0.0,0.0,0.0,0.0,0.0,134.26236,0.0,0.0,0.0,0.0,-228.312,0.0,0.0,420.0,0.05,420.0,other_industries,-243.71710481211016,134.26236,134.26236,-139.71204,-48.38724000000002,182.64960000000002,273.9744,139.00406062453757,139.00406062453757,0.0,0.0,-273.9744,-182.64960000000002,182.64960000000002,273.9744,-143.14924192484412,-51.824441924844024,190.8285025493816,282.1533025493817
Andere e),2042,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,133.46208000000001,0.0,138.2037806245376,0.0,0.0,0.0,0.0,0.0,0.0,133.46208000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.69890254938164,2.3289025493816484,26.7123287671233,236.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-103.05792,0.0,-106.49512192484406,0.0,0.0,0.0,0.0,0.0,0.0,133.46208000000001,0.0,0.0,0.0,0.0,-236.52,0.0,0.0,440.0,0.05,440.0,other_industries,-266.23780481211014,133.46208000000001,133.46208000000001,-150.36192000000003,-55.753919999999965,189.21599999999998,283.82400000000007,138.2037806245376,138.2037806245376,0.0,0.0,-283.82400000000007,-189.21599999999998,189.21599999999998,283.82400000000007,-153.7991219248442,-59.19112192484391,197.3949025493815,292.0029025493818
Andere e),2043,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,132.6618,0.0,137.40350062453757,0.0,0.0,0.0,0.0,0.0,0.0,132.6618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.90690254938164,2.3289025493816484,26.7123287671233,244.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.728,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-112.06620000000001,0.0,-115.50340192484407,0.0,0.0,0.0,0.0,0.0,0.0,132.6618,0.0,0.0,0.0,0.0,-244.728,0.0,0.0,460.0,0.05,460.0,other_industries,-288.7585048121102,132.6618,132.6618,-161.01180000000002,-63.120599999999996,195.7824,293.6736,137.40350062453757,137.40350062453757,0.0,0.0,-293.6736,-195.7824,195.7824,293.6736,-164.4490019248442,-66.55780192484394,203.96130254938151,301.85250254938177
Andere e),2044,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,131.86151999999998,0.0,136.60322062453756,0.0,0.0,0.0,0.0,0.0,0.0,131.86151999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.11490254938167,2.3289025493816484,26.7123287671233,252.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.936,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-121.07448000000002,0.0,-124.51168192484411,0.0,0.0,0.0,0.0,0.0,0.0,131.86151999999998,0.0,0.0,0.0,0.0,-252.936,0.0,0.0,480.0,0.05,480.0,other_industries,-311.27920481211027,131.86151999999998,131.86151999999998,-171.66168000000002,-70.48728000000003,202.3488,303.5232,136.60322062453756,136.60322062453756,0.0,0.0,-303.5232,-202.3488,202.3488,303.5232,-175.09888192484416,-73.92448192484406,210.52770254938162,311.7021025493817
Andere e),2045,Agora-Dampfkessel,1.7417006245375577,3.0,19.9771689497717,0.0,131.06124,0.0,135.80294062453757,0.0,0.0,0.0,0.0,0.0,0.0,131.06124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.3229025493817,2.3289025493816484,26.7123287671233,261.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.144,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,-0.5872019248440907,-6.735159817351601,-0.4,-130.08276,0.0,-133.51996192484413,0.0,0.0,0.0,0.0,0.0,0.0,131.06124,0.0,0.0,0.0,0.0,-261.144,0.0,0.0,500.0,0.05,500.0,other_industries,-333.7999048121103,131.06124,131.06124,-182.31156,-77.85396000000003,208.91520000000003,313.3728,135.80294062453757,135.80294062453757,0.0,0.0,-313.3728,-208.91520000000003,208.91520000000003,313.3728,-185.7487619248441,-81.29116192484415,217.09410254938172,321.5517025493817
