Project name,Period,Technology,CAPEX annuity,Additional OPEX,CAPEX total,Emissions,Energy cost,Free Allocations,cost,cost_Biobutene,cost_Bioethanol,cost_Biomass,cost_CO2 EoL,cost_Coking Coal,cost_DRI-Pellets,cost_Electricity,cost_Hydrogen,cost_Injection Coal,cost_Iron Ore,cost_Naphta,cost_Natural Gas,cost_PCW,cost_Scrap Steel,cost_ref,CAPEX annuity_ref,CAPEX total_ref,Energy cost_ref,cost_Biobutene_ref,cost_Bioethanol_ref,cost_Biomass_ref,cost_CO2 EoL_ref,cost_Coking Coal_ref,cost_DRI-Pellets_ref,cost_Electricity_ref,cost_Hydrogen_ref,cost_Injection Coal_ref,cost_Iron Ore_ref,cost_Naphta_ref,cost_Natural Gas_ref,cost_PCW_ref,cost_Scrap Steel_ref,Additional OPEX_ref,Emissions_ref,Free Allocations_ref,Additional OPEX_diff,CAPEX annuity_diff,CAPEX total_diff,Emissions_diff,Energy cost_diff,Free Allocations_diff,cost_diff,cost_Biobutene_diff,cost_Bioethanol_diff,cost_Biomass_diff,cost_CO2 EoL_diff,cost_Coking Coal_diff,cost_DRI-Pellets_diff,cost_Electricity_diff,cost_Hydrogen_diff,cost_Injection Coal_diff,cost_Iron Ore_diff,cost_Naphta_diff,cost_Natural Gas_diff,cost_PCW_diff,cost_Scrap Steel_diff,CO2 Price,Size,Effective CO2 Price,Industry,Abatement_cost,CO2 Price_lower,CO2 Price_upper,Energy cost_lower,Energy cost_upper,Energy cost_diff_lower,Energy cost_diff_upper,Energy cost_ref_lower,Energy cost_ref_upper,cost_lower,cost_upper,cost_Electricity_lower,cost_Electricity_upper,cost_Electricity_diff_lower,cost_Electricity_diff_upper,cost_Electricity_ref_lower,cost_Electricity_ref_upper,cost_Hydrogen_lower,cost_Hydrogen_upper,cost_Hydrogen_diff_lower,cost_Hydrogen_diff_upper,cost_Natural Gas_lower,cost_Natural Gas_upper,cost_Natural Gas_diff_lower,cost_Natural Gas_diff_upper,cost_Natural Gas_ref_lower,cost_Natural Gas_ref_upper,cost_diff_lower,cost_diff_upper,cost_ref_lower,cost_ref_upper
Andere a),2025,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,117.53459999999998,0.0,140.89207798751158,0.0,0.0,0.0,0.0,0.0,0.0,117.53459999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.90275040309203,5.500750403092048,26.7123287671233,132.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.552,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-15.01740000000001,0.0,-3.0106724155804443,0.0,0.0,0.0,0.0,0.0,0.0,117.53459999999998,0.0,0.0,0.0,0.0,-132.552,0.0,0.0,108.84,0.5,108.84,other_industries,-7.526681038951111,65.304,152.376,94.02768,141.04151999999996,-50.4486940216188,20.41389402161878,106.04159999999999,159.0624,117.3851579875116,164.39899798751156,94.02768,141.04151999999996,94.02768,141.04151999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.0624,-106.04159999999999,106.04159999999999,159.0624,-38.441966437199234,32.420621606038345,117.39235040309202,170.41315040309203
Andere a),2026,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,117.2862,0.0,140.64367798751158,0.0,0.0,0.0,0.0,0.0,0.0,117.2862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.91075040309204,5.500750403092048,26.7123287671233,133.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.56,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-16.27380000000001,0.0,-4.267072415580458,0.0,0.0,0.0,0.0,0.0,0.0,117.2862,0.0,0.0,0.0,0.0,-133.56,0.0,0.0,127.07,0.5,127.07000000000001,other_industries,-10.667681038951145,76.24200000000002,177.89799999999997,93.82896000000001,140.74343999999996,-51.82338582624556,19.275785826245546,106.84800000000001,160.272,117.18643798751157,164.1009179875116,93.82896000000001,140.74343999999996,93.82896000000001,140.74343999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.272,-106.84800000000001,106.84800000000001,160.272,-39.816658241826026,31.28251341066511,118.19875040309205,171.62275040309203
Andere a),2027,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,117.0378,0.0,140.3952779875116,0.0,0.0,0.0,0.0,0.0,0.0,117.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.99075040309202,5.500750403092048,26.7123287671233,134.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.64,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-17.602199999999982,0.0,-5.595472415580417,0.0,0.0,0.0,0.0,0.0,0.0,117.0378,0.0,0.0,0.0,0.0,-134.64,0.0,0.0,145.3,0.5,145.3,other_industries,-13.988681038951043,87.18,203.42000000000002,93.63024000000001,140.44536,-53.28176066368528,18.07736066368532,107.71199999999999,161.56799999999998,116.98771798751162,163.8028379875116,93.63024000000001,140.44536,93.63024000000001,140.44536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-161.56799999999998,-107.71199999999999,107.71199999999999,161.56799999999998,-41.27503307926572,30.084088248104884,119.06275040309202,172.91875040309202
Andere a),2028,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,116.78939999999999,0.0,140.14687798751157,0.0,0.0,0.0,0.0,0.0,0.0,116.78939999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.99875040309203,5.500750403092048,26.7123287671233,135.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.648,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-18.85860000000001,0.0,-6.851872415580459,0.0,0.0,0.0,0.0,0.0,0.0,116.78939999999999,0.0,0.0,0.0,0.0,-135.648,0.0,0.0,163.54,0.5,163.54,other_industries,-17.129681038951148,98.124,228.956,93.43151999999999,140.14727999999997,-54.658121704268616,16.940921704268597,108.51840000000001,162.77759999999998,116.78899798751155,163.5047579875116,93.43151999999999,140.14727999999997,93.43151999999999,140.14727999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-162.77759999999998,-108.51840000000001,108.51840000000001,162.77759999999998,-42.65139411984908,28.94764928868816,119.86915040309205,174.128350403092
Andere a),2029,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,116.541,0.0,139.8984779875116,0.0,0.0,0.0,0.0,0.0,0.0,116.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.07875040309204,5.500750403092048,26.7123287671233,136.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.728,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-20.187000000000012,0.0,-8.180272415580447,0.0,0.0,0.0,0.0,0.0,0.0,116.541,0.0,0.0,0.0,0.0,-136.728,0.0,0.0,181.77,0.5,181.77,other_industries,-20.450681038951117,109.06199999999998,254.47800000000004,93.2328,139.8492,-56.11824025969602,15.744240259696,109.38240000000002,164.0736,116.5902779875116,163.2066779875116,93.2328,139.8492,93.2328,139.8492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-164.0736,-109.38240000000002,109.38240000000002,164.0736,-44.11151267527646,27.750967844115564,120.73315040309205,175.42435040309203
Andere a),2030,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,116.25119999999998,0.0,139.60867798751158,0.0,0.0,0.0,0.0,0.0,0.0,116.25119999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.08675040309203,5.500750403092048,26.7123287671233,137.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.736,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-21.484800000000007,0.0,-9.478072415580442,0.0,0.0,0.0,0.0,0.0,0.0,116.25119999999998,0.0,0.0,0.0,0.0,-137.736,0.0,0.0,200.0,0.5,200.0,other_industries,-23.695181038951105,120.0,280.0,93.00095999999996,139.50144,-57.53229489073547,14.562694890735457,110.18880000000001,165.28319999999997,116.35843798751156,162.8589179875116,93.00095999999996,139.50144,93.00095999999996,139.50144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-165.28319999999997,-110.18880000000001,110.18880000000001,165.28319999999997,-45.52556730631591,26.569422475155022,121.53955040309205,176.633950403092
Andere a),2031,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,113.47739999999999,0.0,136.8348779875116,0.0,0.0,0.0,0.0,0.0,0.0,113.47739999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.00675040309204,5.500750403092048,26.7123287671233,145.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.656,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-32.17860000000002,0.0,-20.171872415580452,0.0,0.0,0.0,0.0,0.0,0.0,113.47739999999999,0.0,0.0,0.0,0.0,-145.656,0.0,0.0,220.0,0.5,220.0,other_industries,-50.42968103895113,132.0,308.0,90.78191999999999,136.17288,-69.10706633520542,4.74986633520539,116.52480000000003,174.78719999999998,114.13939798751161,159.53035798751156,90.78191999999999,136.17288,90.78191999999999,136.17288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174.78719999999998,-116.52480000000003,116.52480000000003,174.78719999999998,-57.10033875078584,16.756593919624933,127.87555040309206,186.13795040309202
Andere a),2032,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,110.66219999999998,0.0,134.01967798751159,0.0,0.0,0.0,0.0,0.0,0.0,110.66219999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.92675040309203,5.500750403092048,26.7123287671233,153.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.576,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-42.91380000000001,0.0,-30.907072415580444,0.0,0.0,0.0,0.0,0.0,0.0,110.66219999999998,0.0,0.0,0.0,0.0,-153.576,0.0,0.0,240.0,0.5,240.0,other_industries,-77.26768103895111,144.0,336.0,88.52975999999998,132.79464,-80.77233155358246,-5.05526844641755,122.86080000000001,184.29119999999998,111.88723798751161,156.15211798751156,88.52975999999998,132.79464,88.52975999999998,132.79464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-184.29119999999998,-122.86080000000001,122.86080000000001,184.29119999999998,-68.7656039691629,6.951459138002001,134.21155040309205,195.641950403092
Andere a),2033,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,107.847,0.0,131.20447798751158,0.0,0.0,0.0,0.0,0.0,0.0,107.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.91875040309205,5.500750403092048,26.7123287671233,161.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.568,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-53.72100000000002,0.0,-41.71427241558047,0.0,0.0,0.0,0.0,0.0,0.0,107.847,0.0,0.0,0.0,0.0,-161.568,0.0,0.0,260.0,0.5,260.0,other_industries,-104.28568103895117,156.0,364.0,86.27759999999999,129.4164,-92.57209729878942,-14.86990270121062,129.2544,193.88160000000002,109.63507798751155,152.7738779875116,86.27759999999999,129.4164,86.27759999999999,129.4164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.88160000000002,-129.2544,129.2544,193.88160000000002,-80.56536971436988,-2.863175116791055,140.60515040309204,205.23235040309206
Andere a),2034,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,105.03179999999999,0.0,128.38927798751158,0.0,0.0,0.0,0.0,0.0,0.0,105.03179999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.83875040309204,5.500750403092048,26.7123287671233,169.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.488,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-64.45620000000001,0.0,-52.44947241558046,0.0,0.0,0.0,0.0,0.0,0.0,105.03179999999999,0.0,0.0,0.0,0.0,-169.488,0.0,0.0,280.0,0.5,280.0,other_industries,-131.12368103895113,168.0,392.0,84.02543999999999,126.03815999999999,-104.33494679838374,-24.57745320161628,135.5904,203.3856,107.38291798751155,149.3956379875116,84.02543999999999,126.03815999999999,84.02543999999999,126.03815999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.3856,-135.5904,135.5904,203.3856,-92.3282192139642,-12.570725617196715,146.94115040309202,214.73635040309205
Andere a),2035,Agora-Dampfkessel,20.357477987511594,3.0,98.8584474885845,0.0,102.258,0.0,125.61547798751158,0.0,0.0,0.0,0.0,0.0,0.0,102.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.75875040309202,5.500750403092048,26.7123287671233,177.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.408,0.0,0.0,5.85,0.4,0.0,-2.8499999999999996,14.856727584419545,72.1461187214612,-0.4,-75.14999999999999,0.0,-63.14327241558044,0.0,0.0,0.0,0.0,0.0,0.0,102.258,0.0,0.0,0.0,0.0,-177.408,0.0,0.0,300.0,0.5,300.0,other_industries,-157.8581810389511,180.0,420.0,81.80640000000001,122.70959999999998,-116.10377737303361,-34.196222626966374,141.92639999999997,212.8896,105.1638779875116,146.06707798751157,81.80640000000001,122.70959999999998,81.80640000000001,122.70959999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212.8896,-141.92639999999997,141.92639999999997,212.8896,-104.09704978861406,-22.189495042546824,153.277150403092,224.24035040309204
