carbon_price_scenario,model_project_name,pathway_name,year,technology,current_regulatory_cost_eur_per_t_pp,hypothetical_eol_cost_eur_per_t_pp,analytical_total_cost_eur_per_t_pp,capex_annuity_eur_per_t_pp,additional_opex_eur_per_t_pp,direct_process_emissions_t_co2_per_t_pp,co2_price_eur_per_t_co2,direct_process_co2_cost_eur_per_t_pp,electricity_cost_eur_per_t_pp,natural_gas_cost_eur_per_t_pp,hydrogen_cost_eur_per_t_pp,naphtha_cost_eur_per_t_pp,pcw_cost_eur_per_t_pp,biomass_cost_eur_per_t_pp,renewable_naphtha_cost_eur_per_t_pp,renewable_propane_cost_eur_per_t_pp
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2030,Gasifizierung_FT_Steamcracker_Recycling,2042.1229840323488,0,2042.1229840323488,503.2629840323488,417.53,3.58,200,716,53.040000000000006,142.29000000000002,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2031,Gasifizierung_FT_Steamcracker_Recycling,2107.4089840323486,0,2107.4089840323486,503.2629840323488,417.53,3.58,220,787.6,51.748,137.268,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2032,Gasifizierung_FT_Steamcracker_Recycling,2178.1544840323486,0,2178.1544840323486,503.2629840323488,417.53,3.58,240,859.2,52.428,135.73350000000002,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2033,Gasifizierung_FT_Steamcracker_Recycling,2249.851984032349,0,2249.851984032349,503.2629840323488,417.53,3.58,260,930.8000000000001,54.06,134.199,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2034,Gasifizierung_FT_Steamcracker_Recycling,2320.6439840323487,0,2320.6439840323487,503.2629840323488,417.53,3.58,280,1002.4,54.74,132.711,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2035,Gasifizierung_FT_Steamcracker_Recycling,2390.5519840323486,0,2390.5519840323486,503.2629840323488,417.53,3.58,300,1074,54.53600000000001,131.223,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2036,Gasifizierung_FT_Steamcracker_Recycling,2460.1664840323488,0,2460.1664840323488,503.2629840323488,417.53,3.58,320,1145.6,53.992,129.78150000000002,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2037,Gasifizierung_FT_Steamcracker_Recycling,2529.576984032349,0,2529.576984032349,503.2629840323488,417.53,3.58,340,1217.2,53.244,128.34,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2038,Gasifizierung_FT_Steamcracker_Recycling,2598.6259840323487,0,2598.6259840323487,503.2629840323488,417.53,3.58,360,1288.8,52.088,126.945,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2039,Gasifizierung_FT_Steamcracker_Recycling,2667.6284840323488,0,2667.6284840323488,503.2629840323488,417.53,3.58,380,1360.4,50.93200000000001,125.5035,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2040,Gasifizierung_FT_Steamcracker_Recycling,2736.6774840323487,0,2736.6774840323487,503.2629840323488,417.53,3.58,400,1432,49.776,124.10850000000002,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2041,Gasifizierung_FT_Steamcracker_Recycling,2807.915984032349,0,2807.915984032349,503.2629840323488,417.53,3.58,420,1503.6000000000001,49.368,124.155,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2042,Gasifizierung_FT_Steamcracker_Recycling,2879.433484032349,0,2879.433484032349,503.2629840323488,417.53,3.58,440,1575.2,48.96,124.4805,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2043,Gasifizierung_FT_Steamcracker_Recycling,2951.0189840323487,0,2951.0189840323487,503.2629840323488,417.53,3.58,460,1646.8,48.620000000000005,124.806,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2044,Gasifizierung_FT_Steamcracker_Recycling,3022.1749840323487,0,3022.1749840323487,503.2629840323488,417.53,3.58,480,1718.4,47.804,125.178,0,0,210,0,0,0
high,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2045,Gasifizierung_FT_Steamcracker_Recycling,3093.760484032349,0,3093.760484032349,503.2629840323488,417.53,3.58,500,1790,47.464,125.5035,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2025,Gasifizierung_FT_eSteamcracker_Recycling,1961.8933840323489,0,1961.8933840323489,503.2629840323488,417.53,2.21,108.84,240.53640000000001,590.564,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2026,Gasifizierung_FT_eSteamcracker_Recycling,1953.145684032349,0,1953.145684032349,503.2629840323488,417.53,2.21,127.07,280.8247,541.528,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2027,Gasifizierung_FT_eSteamcracker_Recycling,2004.0939840323488,0,2004.0939840323488,503.2629840323488,417.53,2.21,145.3,321.113,552.188,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2028,Gasifizierung_FT_eSteamcracker_Recycling,1980.4443840323488,0,1980.4443840323488,503.2629840323488,417.53,2.21,163.54,361.42339999999996,488.228,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2029,Gasifizierung_FT_eSteamcracker_Recycling,1980.224684032349,0,1980.224684032349,503.2629840323488,417.53,2.21,181.77,401.7117,447.72,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2030,Gasifizierung_FT_eSteamcracker_Recycling,1988.5329840323488,0,1988.5329840323488,503.2629840323488,417.53,2.21,200,442,415.74,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2031,Gasifizierung_FT_eSteamcracker_Recycling,2022.605984032349,0,2022.605984032349,503.2629840323488,417.53,2.21,220,486.2,405.613,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2032,Gasifizierung_FT_eSteamcracker_Recycling,2072.135984032349,0,2072.135984032349,503.2629840323488,417.53,2.21,240,530.4,410.943,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2033,Gasifizierung_FT_eSteamcracker_Recycling,2129.1279840323486,0,2129.1279840323486,503.2629840323488,417.53,2.21,260,574.6,423.735,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2034,Gasifizierung_FT_eSteamcracker_Recycling,2178.657984032349,0,2178.657984032349,503.2629840323488,417.53,2.21,280,618.8,429.065,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2035,Gasifizierung_FT_eSteamcracker_Recycling,2221.258984032349,0,2221.258984032349,503.2629840323488,417.53,2.21,300,663,427.466,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2036,Gasifizierung_FT_eSteamcracker_Recycling,2261.1949840323487,0,2261.1949840323487,503.2629840323488,417.53,2.21,320,707.2,423.20200000000006,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2037,Gasifizierung_FT_eSteamcracker_Recycling,2299.5319840323486,0,2299.5319840323486,503.2629840323488,417.53,2.21,340,751.4,417.339,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2038,Gasifizierung_FT_eSteamcracker_Recycling,2334.6709840323488,0,2334.6709840323488,503.2629840323488,417.53,2.21,360,795.6,408.278,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2039,Gasifizierung_FT_eSteamcracker_Recycling,2369.8099840323484,0,2369.8099840323484,503.2629840323488,417.53,2.21,380,839.8,399.217,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2040,Gasifizierung_FT_eSteamcracker_Recycling,2404.9489840323486,0,2404.9489840323486,503.2629840323488,417.53,2.21,400,884,390.156,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2041,Gasifizierung_FT_eSteamcracker_Recycling,2445.9509840323485,0,2445.9509840323485,503.2629840323488,417.53,2.21,420,928.1999999999999,386.958,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2042,Gasifizierung_FT_eSteamcracker_Recycling,2486.952984032349,0,2486.952984032349,503.2629840323488,417.53,2.21,440,972.4,383.76,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2043,Gasifizierung_FT_eSteamcracker_Recycling,2528.487984032349,0,2528.487984032349,503.2629840323488,417.53,2.21,460,1016.6,381.095,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2044,Gasifizierung_FT_eSteamcracker_Recycling,2566.291984032349,0,2566.291984032349,503.2629840323488,417.53,2.21,480,1060.8,374.699,0,0,0,210,0,0,0
high,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2045,Gasifizierung_FT_eSteamcracker_Recycling,2607.8269840323487,0,2607.8269840323487,503.2629840323488,417.53,2.21,500,1105,372.034,0,0,0,210,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2025,Mechanisches_Recycling,459.6039584996458,0,459.6039584996458,11.507118499645742,185.18,0.471,108.84,51.26364,64.1532,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2026,Mechanisches_Recycling,462.8634884996457,0,462.8634884996457,11.507118499645742,185.18,0.471,127.07,59.84996999999999,58.82639999999999,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2027,Mechanisches_Recycling,472.60781849964576,0,472.60781849964576,11.507118499645742,185.18,0.471,145.3,68.4363,59.9844,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2028,Mechanisches_Recycling,474.25085849964574,0,474.25085849964574,11.507118499645742,185.18,0.471,163.54,77.02734,53.03639999999999,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2029,Mechanisches_Recycling,478.4367884996458,0,478.4367884996458,11.507118499645742,185.18,0.471,181.77,85.61367,48.636,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2030,Mechanisches_Recycling,483.5491184996457,0,483.5491184996457,11.507118499645742,185.18,0.471,200,94.19999999999999,45.162,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2031,Mechanisches_Recycling,491.8690184996457,0,491.8690184996457,11.507118499645742,185.18,0.471,220,103.61999999999999,44.0619,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2032,Mechanisches_Recycling,501.8680184996457,0,501.8680184996457,11.507118499645742,185.18,0.471,240,113.03999999999999,44.6409,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2033,Mechanisches_Recycling,512.6776184996457,0,512.6776184996457,11.507118499645742,185.18,0.471,260,122.46,46.0305,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2034,Mechanisches_Recycling,522.6766184996457,0,522.6766184996457,11.507118499645742,185.18,0.471,280,131.88,46.6095,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2035,Mechanisches_Recycling,531.9229184996458,0,531.9229184996458,11.507118499645742,185.18,0.471,300,141.29999999999998,46.4358,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2036,Mechanisches_Recycling,540.8797184996457,0,540.8797184996457,11.507118499645742,185.18,0.471,320,150.72,45.9726,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2037,Mechanisches_Recycling,549.6628184996457,0,549.6628184996457,11.507118499645742,185.18,0.471,340,160.14,45.3357,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2038,Mechanisches_Recycling,558.0985184996457,0,558.0985184996457,11.507118499645742,185.18,0.471,360,169.56,44.35139999999999,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2039,Mechanisches_Recycling,566.5342184996457,0,566.5342184996457,11.507118499645742,185.18,0.471,380,178.98,43.3671,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2040,Mechanisches_Recycling,574.9699184996457,0,574.9699184996457,11.507118499645742,185.18,0.471,400,188.39999999999998,42.3828,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2041,Mechanisches_Recycling,584.0425184996457,0,584.0425184996457,11.507118499645742,185.18,0.471,420,197.82,42.0354,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2042,Mechanisches_Recycling,593.1151184996457,0,593.1151184996457,11.507118499645742,185.18,0.471,440,207.23999999999998,41.688,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2043,Mechanisches_Recycling,602.2456184996457,0,602.2456184996457,11.507118499645742,185.18,0.471,460,216.66,41.3985,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2044,Mechanisches_Recycling,610.9708184996457,0,610.9708184996457,11.507118499645742,185.18,0.471,480,226.07999999999998,40.7037,0,0,0,147.5,0,0,0
high,Mechanisches Recycling,PCW via mechanical recycling,2045,Mechanisches_Recycling,620.1013184996457,0,620.1013184996457,11.507118499645742,185.18,0.471,500,235.5,40.4142,0,0,0,147.5,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2025,Methanolroute,4911.204918040424,0,4911.204918040424,408.83683483404496,140.58,0.31913,108.84,34.734109200000006,1257.58,0,3069.47397400638,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2026,Methanolroute,4749.9949903088445,0,4749.9949903088445,408.83683483404496,140.58,0.31913,127.07,40.5518491,1153.16,0,3006.8663063748,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2027,Methanolroute,4718.308644341864,0,4718.308644341864,408.83683483404496,140.58,0.31913,145.3,46.369589000000005,1175.86,0,2946.66222050782,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2028,Methanolroute,4530.897621012914,0,4530.897621012914,408.83683483404496,140.58,0.31913,163.54,52.1905202,1039.66,0,2889.63026597887,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2029,Methanolroute,4397.100779832835,0,4397.100779832835,408.83683483404496,140.58,0.31913,181.77,58.00826010000001,953.4,0,2836.2756848987897,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2030,Methanolroute,4288.253859149545,0,4288.253859149545,408.83683483404496,140.58,0.31913,200,63.82600000000001,885.3,0,2789.7110243155003,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2031,Methanolroute,4230.740140240414,0,4230.740140240414,408.83683483404496,140.58,0.31913,220,70.2086,863.7349999999999,0,2747.37970540637,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2032,Methanolroute,4169.967193640555,0,4169.967193640555,408.83683483404496,140.58,0.31913,240,76.5912,875.0849999999999,0,2668.87415880651,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2033,Methanolroute,4203.5897936405545,0,4203.5897936405545,408.83683483404496,140.58,0.31913,260,82.97380000000001,902.325,0,2668.87415880651,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2034,Methanolroute,4221.322393640554,0,4221.322393640554,408.83683483404496,140.58,0.31913,280,89.35640000000001,913.675,0,2668.87415880651,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2035,Methanolroute,4064.555447529565,0,4064.555447529565,408.83683483404496,140.58,0.31913,300,95.739,910.27,0,2509.12961269552,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2036,Methanolroute,4036.746461591185,0,4036.746461591185,408.83683483404496,140.58,0.31913,320,102.1216,901.19,0,2484.01802675714,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2037,Methanolroute,4005.532475157215,0,4005.532475157215,408.83683483404496,140.58,0.31913,340,108.50420000000001,888.7049999999999,0,2458.90644032317,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2038,Methanolroute,3967.508489218835,0,3967.508489218835,408.83683483404496,140.58,0.31913,360,114.88680000000001,869.4099999999999,0,2433.79485438479,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2039,Methanolroute,3929.484503280456,0,3929.484503280456,408.83683483404496,140.58,0.31913,380,121.2694,850.115,0,2408.6832684464102,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2040,Methanolroute,3891.460516846485,0,3891.460516846485,408.83683483404496,140.58,0.31913,400,127.65200000000002,830.82,0,2383.5716820124403,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2041,Methanolroute,3854.1088746483247,0,3854.1088746483247,408.83683483404496,140.58,0.31913,420,134.0346,824.0099999999999,0,2346.64743981428,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2042,Methanolroute,3816.757232450165,0,3816.757232450165,408.83683483404496,140.58,0.31913,440,140.4172,817.1999999999999,0,2309.72319761612,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2043,Methanolroute,3780.540590252005,0,3780.540590252005,408.83683483404496,140.58,0.31913,460,146.7998,811.525,0,2272.79895541796,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2044,Methanolroute,3736.3789480538444,0,3736.3789480538444,408.83683483404496,140.58,0.31913,480,153.1824,797.905,0,2235.8747132198,0,0,0,0,0
high,Methanolroute,Captured CO2 and H2 via methanol-to-propylene,2045,Methanolroute,3700.162305855685,0,3700.162305855685,408.83683483404496,140.58,0.31913,500,159.56500000000003,792.2299999999999,0,2198.95047102164,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2025,FT-Route,4383.7027733859595,0,4383.7027733859595,369.05937632589945,126.98,0.21594,108.84,23.5029096,960.426588,0,2903.73389946006,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2026,FT-Route,4248.6656590335,0,4248.6656590335,369.05937632589945,126.98,0.21594,127.07,27.439495799999996,880.679976,0,2844.5068109076,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2027,FT-Route,4212.9851740512395,0,4212.9851740512395,369.05937632589945,126.98,0.21594,145.3,31.376082,898.016196,0,2787.55351972534,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2028,FT-Route,4058.9541566200896,0,4058.9541566200896,369.05937632589945,126.98,0.21594,163.54,35.314827599999994,793.998876,0,2733.60107669419,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2029,FT-Route,3946.539472873129,0,3946.539472873129,369.05937632589945,126.98,0.21594,181.77,39.2514138,728.1212400000001,0,2683.12744274723,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2030,FT-Route,3854.4170553994,0,3854.4170553994,369.05937632589945,126.98,0.21594,200,43.187999999999995,676.11258,0,2639.0770990735,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2031,FT-Route,3802.2208598375896,0,3802.2208598375896,369.05937632589945,126.98,0.21594,220,47.5068,659.6431709999999,0,2599.03151251169,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2032,FT-Route,3740.9412281147693,0,3740.9412281147693,369.05937632589945,126.98,0.21594,240,51.8256,668.311281,0,2524.76497078887,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2033,FT-Route,3766.06349211477,0,3766.06349211477,369.05937632589945,126.98,0.21594,260,56.1444,689.1147450000001,0,2524.76497078887,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2034,FT-Route,3779.050402114769,0,3779.050402114769,369.05937632589945,126.98,0.21594,280,60.4632,697.782855,0,2524.76497078887,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2035,FT-Route,3629.64982895614,0,3629.64982895614,369.05937632589945,126.98,0.21594,300,64.782,695.1824220000001,0,2373.64603063024,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2036,FT-Route,3603.27848641208,0,3603.27848641208,369.05937632589945,126.98,0.21594,320,69.10079999999999,688.2479340000001,0,2349.89037608618,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2037,FT-Route,3574.30671039919,0,3574.30671039919,369.05937632589945,126.98,0.21594,340,73.4196,678.713013,0,2326.13472107329,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2038,FT-Route,3540.1340688551295,0,3540.1340688551295,369.05937632589945,126.98,0.21594,360,77.7384,663.977226,0,2302.37906652923,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2039,FT-Route,3505.961427311069,0,3505.961427311069,369.05937632589945,126.98,0.21594,380,82.0572,649.2414390000001,0,2278.62341198517,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2040,FT-Route,3471.7887852981803,0,3471.7887852981803,369.05937632589945,126.98,0.21594,400,86.37599999999999,634.505652,0,2254.86775697228,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2041,FT-Route,3435.9762475982598,0,3435.9762475982598,369.05937632589945,126.98,0.21594,420,90.6948,629.304786,0,2219.93728527236,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2042,FT-Route,3400.163709898339,0,3400.163709898339,369.05937632589945,126.98,0.21594,440,95.0136,624.10392,0,2185.00681357244,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2043,FT-Route,3365.21798319842,0,3365.21798319842,369.05937632589945,126.98,0.21594,460,99.33239999999999,619.769865,0,2150.07634187252,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2044,FT-Route,3324.204579498499,0,3324.204579498499,369.05937632589945,126.98,0.21594,480,103.6512,609.3681330000001,0,2115.1458701726,0,0,0,0,0
high,Fischer-Tropsch,Captured CO2 and H2 via Fischer-Tropsch and electric steam cracking,2045,FT-Route,3289.25885279858,0,3289.25885279858,369.05937632589945,126.98,0.21594,500,107.97,605.034078,0,2080.21539847268,0,0,0,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2025,Biomethanol,1932.871035125017,0,1932.871035125017,441.4874351250169,151.89,0.2,108.84,21.768,876.428,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2026,Biomethanol,1863.745035125017,0,1863.745035125017,441.4874351250169,151.89,0.2,127.07,25.414,803.656,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2027,Biomethanol,1883.2110351250167,0,1883.2110351250167,441.4874351250169,151.89,0.2,145.3,29.060000000000002,819.476,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2028,Biomethanol,1791.939035125017,0,1791.939035125017,441.4874351250169,151.89,0.2,163.54,32.708,724.5559999999999,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2029,Biomethanol,1735.4690351250172,0,1735.4690351250172,441.4874351250169,151.89,0.2,181.77,36.354000000000006,664.44,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2030,Biomethanol,1691.655035125017,0,1691.655035125017,441.4874351250169,151.89,0.2,200,40,616.98,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2031,Biomethanol,1680.626035125017,0,1680.626035125017,441.4874351250169,151.89,0.2,220,44,601.951,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2032,Biomethanol,1692.536035125017,0,1692.536035125017,441.4874351250169,151.89,0.2,240,48,609.861,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2033,Biomethanol,1715.5200351250169,0,1715.5200351250169,441.4874351250169,151.89,0.2,260,52,628.845,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2034,Biomethanol,1727.4300351250167,0,1727.4300351250167,441.4874351250169,151.89,0.2,280,56,636.755,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2035,Biomethanol,1729.0570351250171,0,1729.0570351250171,441.4874351250169,151.89,0.2,300,60,634.3820000000001,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2036,Biomethanol,1726.7290351250172,0,1726.7290351250172,441.4874351250169,151.89,0.2,320,64,628.0540000000001,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2037,Biomethanol,1722.028035125017,0,1722.028035125017,441.4874351250169,151.89,0.2,340,68,619.353,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2038,Biomethanol,1712.581035125017,0,1712.581035125017,441.4874351250169,151.89,0.2,360,72,605.906,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2039,Biomethanol,1703.134035125017,0,1703.134035125017,441.4874351250169,151.89,0.2,380,76,592.4590000000001,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2040,Biomethanol,1693.6870351250168,0,1693.6870351250168,441.4874351250169,151.89,0.2,400,80,579.0120000000001,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2041,Biomethanol,1692.9410351250167,0,1692.9410351250167,441.4874351250169,151.89,0.2,420,84,574.266,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2042,Biomethanol,1692.195035125017,0,1692.195035125017,441.4874351250169,151.89,0.2,440,88,569.52,0,0,0,0,441.2976000000001,0,0
