carbon_price_scenario,model_project_name,pathway_name,year,technology,current_regulatory_cost_eur_per_t_pp,hypothetical_eol_cost_eur_per_t_pp,analytical_total_cost_eur_per_t_pp,capex_annuity_eur_per_t_pp,additional_opex_eur_per_t_pp,direct_process_emissions_t_co2_per_t_pp,co2_price_eur_per_t_co2,direct_process_co2_cost_eur_per_t_pp,electricity_cost_eur_per_t_pp,natural_gas_cost_eur_per_t_pp,hydrogen_cost_eur_per_t_pp,naphtha_cost_eur_per_t_pp,pcw_cost_eur_per_t_pp,biomass_cost_eur_per_t_pp,renewable_naphtha_cost_eur_per_t_pp,renewable_propane_cost_eur_per_t_pp
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2043,Biomethanol,1692.2400351250171,0,1692.2400351250171,441.4874351250169,151.89,0.2,460,92,565.565,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2044,Biomethanol,1686.748035125017,0,1686.748035125017,441.4874351250169,151.89,0.2,480,96,556.073,0,0,0,0,441.2976000000001,0,0
high,Biomethanol,Dry biomass via biomethanol-to-propylene,2045,Biomethanol,1686.793035125017,0,1686.793035125017,441.4874351250169,151.89,0.2,500,100,552.1179999999999,0,0,0,0,441.2976000000001,0,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2025,eSteamcracker_Renewable_Naphtha,2228.4519427781047,0,2228.4519427781047,196.93594277810507,67.77,0.2,108.84,21.768,571.728,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2026,eSteamcracker_Renewable_Naphtha,2184.6259427781047,0,2184.6259427781047,196.93594277810507,67.77,0.2,127.07,25.414,524.256,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2027,eSteamcracker_Renewable_Naphtha,2198.5919427781046,0,2198.5919427781046,196.93594277810507,67.77,0.2,145.3,29.060000000000002,534.576,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2028,eSteamcracker_Renewable_Naphtha,2140.3199427781046,0,2140.3199427781046,196.93594277810507,67.77,0.2,163.54,32.708,472.656,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2029,eSteamcracker_Renewable_Naphtha,2104.749942778105,0,2104.749942778105,196.93594277810507,67.77,0.2,181.77,36.354000000000006,433.44,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2030,eSteamcracker_Renewable_Naphtha,2077.4359427781046,0,2077.4359427781046,196.93594277810507,67.77,0.2,200,40,402.48,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2031,eSteamcracker_Renewable_Naphtha,2071.6319427781045,0,2071.6319427781045,196.93594277810507,67.77,0.2,220,44,392.676,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2032,eSteamcracker_Renewable_Naphtha,2080.791942778105,0,2080.791942778105,196.93594277810507,67.77,0.2,240,48,397.83599999999996,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2033,eSteamcracker_Renewable_Naphtha,2097.175942778105,0,2097.175942778105,196.93594277810507,67.77,0.2,260,52,410.22,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2034,eSteamcracker_Renewable_Naphtha,2106.3359427781047,0,2106.3359427781047,196.93594277810507,67.77,0.2,280,56,415.38,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2035,eSteamcracker_Renewable_Naphtha,2108.787942778105,0,2108.787942778105,196.93594277810507,67.77,0.2,300,60,413.83200000000005,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2036,eSteamcracker_Renewable_Naphtha,2108.659942778105,0,2108.659942778105,196.93594277810507,67.77,0.2,320,64,409.70400000000006,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2037,eSteamcracker_Renewable_Naphtha,2106.983942778105,0,2106.983942778105,196.93594277810507,67.77,0.2,340,68,404.028,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2038,eSteamcracker_Renewable_Naphtha,2102.211942778105,0,2102.211942778105,196.93594277810507,67.77,0.2,360,72,395.256,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2039,eSteamcracker_Renewable_Naphtha,2097.439942778105,0,2097.439942778105,196.93594277810507,67.77,0.2,380,76,386.48400000000004,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2040,eSteamcracker_Renewable_Naphtha,2092.6679427781046,0,2092.6679427781046,196.93594277810507,67.77,0.2,400,80,377.71200000000005,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2041,eSteamcracker_Renewable_Naphtha,2093.571942778105,0,2093.571942778105,196.93594277810507,67.77,0.2,420,84,374.616,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2042,eSteamcracker_Renewable_Naphtha,2094.4759427781046,0,2094.4759427781046,196.93594277810507,67.77,0.2,440,88,371.52,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2043,eSteamcracker_Renewable_Naphtha,2095.8959427781047,0,2095.8959427781047,196.93594277810507,67.77,0.2,460,92,368.94,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2044,eSteamcracker_Renewable_Naphtha,2093.7039427781046,0,2093.7039427781046,196.93594277810507,67.77,0.2,480,96,362.748,0,0,0,0,0,1370.2499999999998,0
high,Renewable Naphtha E-Steamcracker,Renewable naphtha via electric steam cracking,2045,eSteamcracker_Renewable_Naphtha,2095.1239427781047,0,2095.1239427781047,196.93594277810507,67.77,0.2,500,100,360.168,0,0,0,0,0,1370.2499999999998,0
high,Renewable Propane PDH,Renewable propane via conventional PDH,2025,Renewable_Propane_PDH,2124.294132056426,0,2124.294132056426,117.32799205642624,93,1.18,108.84,128.4312,80.884,271.85094,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2026,Renewable_Propane_PDH,2092.846092056426,0,2092.846092056426,117.32799205642624,93,1.18,127.07,149.94259999999997,74.16799999999999,225.60750000000002,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2027,Renewable_Propane_PDH,2096.451832056426,0,2096.451832056426,117.32799205642624,93,1.18,145.3,171.454,75.628,206.24184,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2028,Renewable_Propane_PDH,2091.1176520564263,0,2091.1176520564263,117.32799205642624,93,1.18,163.54,192.97719999999998,66.868,188.14446,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2029,Renewable_Propane_PDH,2087.617832056426,0,2087.617832056426,117.32799205642624,93,1.18,181.77,214.4886,61.32,168.68124,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2030,Renewable_Propane_PDH,2085.334792056426,0,2085.334792056426,117.32799205642624,93,1.18,200,236,56.94,149.26680000000002,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2031,Renewable_Propane_PDH,2102.279552056426,0,2102.279552056426,117.32799205642624,93,1.18,220,259.59999999999997,55.553,143.99856,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2032,Renewable_Propane_PDH,2124.999812056426,0,2124.999812056426,117.32799205642624,93,1.18,240,283.2,56.282999999999994,142.38882,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2033,Renewable_Propane_PDH,2148.742072056426,0,2148.742072056426,117.32799205642624,93,1.18,260,306.8,58.035,140.77908,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2034,Renewable_Propane_PDH,2171.511112056426,0,2171.511112056426,117.32799205642624,93,1.18,280,330.4,58.765,139.21812,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2035,Renewable_Propane_PDH,2193.331152056426,0,2193.331152056426,117.32799205642624,93,1.18,300,354,58.546,137.65716,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2036,Renewable_Propane_PDH,2214.834972056426,0,2214.834972056426,117.32799205642624,93,1.18,320,377.59999999999997,57.962,136.14498,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2037,Renewable_Propane_PDH,2236.1197920564264,0,2236.1197920564264,117.32799205642624,93,1.18,340,401.2,57.159,134.6328,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2038,Renewable_Propane_PDH,2257.015392056426,0,2257.015392056426,117.32799205642624,93,1.18,360,424.79999999999995,55.91799999999999,133.1694,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2039,Renewable_Propane_PDH,2277.862212056426,0,2277.862212056426,117.32799205642624,93,1.18,380,448.4,54.677,131.65722,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2040,Renewable_Propane_PDH,2298.7578120564262,0,2298.7578120564262,117.32799205642624,93,1.18,400,472,53.436,130.19382000000002,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2041,Renewable_Propane_PDH,2321.968592056426,0,2321.968592056426,117.32799205642624,93,1.18,420,495.59999999999997,52.998,130.2426,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2042,Renewable_Propane_PDH,2345.472052056426,0,2345.472052056426,117.32799205642624,93,1.18,440,519.1999999999999,52.56,130.58406,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2043,Renewable_Propane_PDH,2369.0485120564263,0,2369.0485120564263,117.32799205642624,93,1.18,460,542.8,52.195,130.92552,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2044,Renewable_Propane_PDH,2392.162752056426,0,2392.162752056426,117.32799205642624,93,1.18,480,566.4,51.318999999999996,131.31576,0,0,0,0,0,1432.8
high,Renewable Propane PDH,Renewable propane via conventional PDH,2045,Renewable_Propane_PDH,2415.7392120564264,0,2415.7392120564264,117.32799205642624,93,1.18,500,590,50.95399999999999,131.65722,0,0,0,0,0,1432.8
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2025,Steamcracker_Naphtha,1315.3823427781047,252.0478,1567.4301427781047,196.93594277810507,67.77,1.57,80.27,126.0239,56.508,259.1445,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2026,Steamcracker_Naphtha,1272.809842778105,264.4508,1537.260642778105,196.93594277810507,67.77,1.57,84.22,132.2254,51.816,215.06250000000003,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2027,Steamcracker_Naphtha,1261.555142778105,276.8224,1538.377542778105,196.93594277810507,67.77,1.57,88.16,138.4112,52.836,196.60200000000003,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2028,Steamcracker_Naphtha,1244.385142778105,289.22540000000004,1533.610542778105,196.93594277810507,67.77,1.57,92.11,144.61270000000002,46.716,179.3505,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2029,Steamcracker_Naphtha,1228.141442778105,301.597,1529.7384427781049,196.93594277810507,67.77,1.57,96.05,150.7985,42.84,160.797,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2030,Steamcracker_Naphtha,1212.775942778105,314,1526.775942778105,196.93594277810507,67.77,1.57,100,157,39.78,142.29000000000002,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2031,Steamcracker_Naphtha,1219.3449427781047,339.12,1558.4649427781048,196.93594277810507,67.77,1.57,108,169.56,38.811,137.268,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2032,Steamcracker_Naphtha,1230.8804427781051,364.24,1595.120442778105,196.93594277810507,67.77,1.57,116,182.12,39.321,135.73350000000002,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2033,Steamcracker_Naphtha,1243.1299427781048,389.36,1632.489942778105,196.93594277810507,67.77,1.57,124,194.68,40.545,134.199,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2034,Steamcracker_Naphtha,1254.711942778105,414.48,1669.191942778105,196.93594277810507,67.77,1.57,132,207.24,41.055,132.711,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2035,Steamcracker_Naphtha,1265.630942778105,439.6,1705.230942778105,196.93594277810507,67.77,1.57,140,219.8,40.902,131.223,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2036,Steamcracker_Naphtha,1273.2014427781048,458.44,1731.6414427781049,196.93594277810507,67.77,1.57,146,229.22,40.49400000000001,129.78150000000002,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2037,Steamcracker_Naphtha,1280.618942778105,477.28,1757.898942778105,196.93594277810507,67.77,1.57,152,238.64000000000001,39.933,128.34,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2038,Steamcracker_Naphtha,1287.776942778105,496.12,1783.8969427781049,196.93594277810507,67.77,1.57,158,248.06,39.066,126.945,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2039,Steamcracker_Naphtha,1294.8884427781052,514.96,1809.8484427781052,196.93594277810507,67.77,1.57,164,257.48,38.199000000000005,125.5035,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2040,Steamcracker_Naphtha,1302.0464427781048,533.8000000000001,1835.846442778105,196.93594277810507,67.77,1.57,170,266.90000000000003,37.332,124.10850000000002,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2041,Steamcracker_Naphtha,1311.206942778105,552.64,1863.846942778105,196.93594277810507,67.77,1.57,176,276.32,37.026,124.155,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2042,Steamcracker_Naphtha,1320.646442778105,571.48,1892.126442778105,196.93594277810507,67.77,1.57,182,285.74,36.72,124.4805,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2043,Steamcracker_Naphtha,1330.1369427781049,590.32,1920.456942778105,196.93594277810507,67.77,1.57,188,295.16,36.465,124.806,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2044,Steamcracker_Naphtha,1339.316942778105,609.16,1948.4769427781048,196.93594277810507,67.77,1.57,194,304.58,35.853,125.178,0,608.9999999999999,0,0,0,0
low,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2045,Steamcracker_Naphtha,1348.807442778105,628,1976.807442778105,196.93594277810507,67.77,1.57,200,314,35.598,125.5035,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2025,eSteamcracker_Naphtha,1461.487942778105,252.0478,1713.535742778105,196.93594277810507,67.77,0.2,80.27,16.054,571.728,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2026,eSteamcracker_Naphtha,1414.805942778105,264.4508,1679.256742778105,196.93594277810507,67.77,0.2,84.22,16.844,524.256,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2027,eSteamcracker_Naphtha,1425.9139427781051,276.8224,1702.7363427781052,196.93594277810507,67.77,0.2,88.16,17.632,534.576,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2028,eSteamcracker_Naphtha,1364.783942778105,289.22540000000004,1654.009342778105,196.93594277810507,67.77,0.2,92.11,18.422,472.656,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2029,eSteamcracker_Naphtha,1326.355942778105,301.597,1627.952942778105,196.93594277810507,67.77,0.2,96.05,19.21,433.44,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2030,eSteamcracker_Naphtha,1296.185942778105,314,1610.185942778105,196.93594277810507,67.77,0.2,100,20,402.48,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2031,eSteamcracker_Naphtha,1287.981942778105,339.12,1627.1019427781048,196.93594277810507,67.77,0.2,108,21.6,392.676,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2032,eSteamcracker_Naphtha,1294.7419427781049,364.24,1658.981942778105,196.93594277810507,67.77,0.2,116,23.200000000000003,397.836,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2033,eSteamcracker_Naphtha,1308.7259427781048,389.36,1698.085942778105,196.93594277810507,67.77,0.2,124,24.8,410.22,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2034,eSteamcracker_Naphtha,1315.485942778105,414.48,1729.965942778105,196.93594277810507,67.77,0.2,132,26.400000000000002,415.38,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2035,eSteamcracker_Naphtha,1315.537942778105,439.6,1755.137942778105,196.93594277810507,67.77,0.2,140,28,413.8320000000001,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2036,eSteamcracker_Naphtha,1312.6099427781048,458.44,1771.0499427781049,196.93594277810507,67.77,0.2,146,29.200000000000003,409.70400000000006,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2037,eSteamcracker_Naphtha,1308.1339427781052,477.28,1785.4139427781051,196.93594277810507,67.77,0.2,152,30.400000000000002,404.028,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2038,eSteamcracker_Naphtha,1300.5619427781048,496.12,1796.6819427781047,196.93594277810507,67.77,0.2,158,31.6,395.256,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2039,eSteamcracker_Naphtha,1292.989942778105,514.96,1807.949942778105,196.93594277810507,67.77,0.2,164,32.800000000000004,386.484,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2040,eSteamcracker_Naphtha,1285.417942778105,533.8000000000001,1819.217942778105,196.93594277810507,67.77,0.2,170,34,377.7120000000001,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2041,eSteamcracker_Naphtha,1283.521942778105,552.64,1836.161942778105,196.93594277810507,67.77,0.2,176,35.2,374.616,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2042,eSteamcracker_Naphtha,1281.6259427781051,571.48,1853.1059427781051,196.93594277810507,67.77,0.2,182,36.4,371.52,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2043,eSteamcracker_Naphtha,1280.245942778105,590.32,1870.565942778105,196.93594277810507,67.77,0.2,188,37.6,368.94,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2044,eSteamcracker_Naphtha,1275.253942778105,609.16,1884.413942778105,196.93594277810507,67.77,0.2,194,38.800000000000004,362.748,0,0,608.9999999999999,0,0,0,0
low,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2045,eSteamcracker_Naphtha,1273.8739427781047,628,1901.8739427781047,196.93594277810507,67.77,0.2,200,40,360.168,0,0,608.9999999999999,0,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2025,Pyrolyse_Steamcracker_Recycling,1441.665816111037,0,1441.665816111037,291.4347408878989,177.85,2.908,80.27,233.42515999999998,123.09326,323.7913,66.946355223138,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2026,Pyrolyse_Steamcracker_Recycling,1386.4873798753788,0,1386.4873798753788,291.4347408878989,177.85,2.908,84.22,244.91176,112.87252,268.7125,65.58085898748,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2027,Pyrolyse_Steamcracker_Recycling,1375.7880266411807,0,1375.7880266411807,291.4347408878989,177.85,2.908,88.16,256.36928,115.09442,245.6468,64.267785753282,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2028,Pyrolyse_Steamcracker_Recycling,1351.144238757036,0,1351.144238757036,291.4347408878989,177.85,2.908,92.11,267.85588,101.76302,224.0917,63.023897869137,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2029,Pyrolyse_Steamcracker_Recycling,1329.812955739028,0,1329.812955739028,291.4347408878989,177.85,2.908,96.05,279.3134,93.3198,200.9098,61.860214851128994,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2030,Pyrolyse_Steamcracker_Recycling,1310.494463381949,0,1310.494463381949,291.4347408878989,177.85,2.908,100,290.8,86.65410000000001,177.786,60.84462249405,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2031,Pyrolyse_Steamcracker_Recycling,1324.449596762286,0,1324.449596762286,291.4347408878989,177.85,2.908,108,314.06399999999996,84.543295,171.51119999999997,59.921360874387,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2032,Pyrolyse_Steamcracker_Recycling,1345.1950119448,0,1345.1950119448,291.4347408878989,177.85,2.908,116,337.328,85.654245,169.5939,58.209126056901,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2033,Pyrolyse_Steamcracker_Recycling,1369.2079919448001,0,1369.2079919448001,291.4347408878989,177.85,2.908,124,360.592,88.320525,167.67659999999998,58.209126056901,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2034,Pyrolyse_Steamcracker_Recycling,1391.7237419448,0,1391.7237419448,291.4347408878989,177.85,2.908,132,383.856,89.431475,165.8174,58.209126056901,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2035,Pyrolyse_Steamcracker_Recycling,1409.311169697451,0,1409.311169697451,291.4347408878989,177.85,2.908,140,407.12,89.09819000000002,163.95819999999998,54.725038809552,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2036,Pyrolyse_Steamcracker_Recycling,1423.5216167811127,0,1423.5216167811127,291.4347408878989,177.85,2.908,146,424.568,88.20943000000001,162.1571,54.177345893214,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2037,Pyrolyse_Steamcracker_Recycling,1437.398778853966,0,1437.398778853966,291.4347408878989,177.85,2.908,152,442.01599999999996,86.987385,160.356,53.629652966067,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2038,Pyrolyse_Steamcracker_Recycling,1450.667470937628,0,1450.667470937628,291.4347408878989,177.85,2.908,158,459.464,85.09877,158.613,53.081960049729,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2039,Pyrolyse_Steamcracker_Recycling,1463.87806302129,0,1463.87806302129,291.4347408878989,177.85,2.908,164,476.912,83.21015500000001,156.81189999999998,52.534267133391,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2040,Pyrolyse_Steamcracker_Recycling,1477.146755094143,0,1477.146755094143,291.4347408878989,177.85,2.908,170,494.36,81.32154000000001,155.0689,51.986574206244,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2041,Pyrolyse_Steamcracker_Recycling,1493.1809538043267,0,1493.1809538043267,291.4347408878989,177.85,2.908,176,511.808,80.65497,155.12699999999998,51.181242916428,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2042,Pyrolyse_Steamcracker_Recycling,1509.5637525145107,0,1509.5637525145107,291.4347408878989,177.85,2.908,182,529.256,79.98840000000001,155.53369999999998,50.375911626612,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2043,Pyrolyse_Steamcracker_Recycling,1526.0576462246947,0,1526.0576462246947,291.4347408878989,177.85,2.908,188,546.704,79.43292500000001,155.94039999999998,49.570580336796,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2044,Pyrolyse_Steamcracker_Recycling,1541.8319749348789,0,1541.8319749348789,291.4347408878989,177.85,2.908,194,564.1519999999999,78.099785,156.4052,48.76524904698,0,225.125,0,0,0
low,Pyrolyse,PCW via pyrolysis and conventional steam cracking,2045,Pyrolyse_Steamcracker_Recycling,1558.3258686450627,0,1558.3258686450627,291.4347408878989,177.85,2.908,200,581.6,77.54431000000001,156.81189999999998,47.959917757164,0,225.125,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2025,Pyrolyse_eSteamcracker_Recycling,1624.076953511037,0,1624.076953511037,291.4347408878989,177.85,1.19482,80.27,95.9082014,766.9376560000001,0,66.946355223138,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2026,Pyrolyse_eSteamcracker_Recycling,1563.750252275379,0,1563.750252275379,291.4347408878989,177.85,1.19482,84.22,100.6277404,703.2569119999999,0,65.58085898748,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2027,Pyrolyse_eSteamcracker_Recycling,1580.9884098411808,0,1580.9884098411808,291.4347408878989,177.85,1.19482,88.16,105.3353312,717.100552,0,64.267785753282,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2028,Pyrolyse_eSteamcracker_Recycling,1501.4022209570362,0,1501.4022209570362,291.4347408878989,177.85,1.19482,92.11,110.0548702,634.038712,0,63.023897869137,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2029,Pyrolyse_eSteamcracker_Recycling,1452.340296739028,0,1452.340296739028,291.4347408878989,177.85,1.19482,96.05,114.762461,581.4328800000001,0,61.860214851128994,0,225,0,0,0
