Project name,Period,Technology,CAPEX annuity,Additional OPEX,CAPEX total,Emissions,Energy cost,Free Allocations,cost,cost_Biobutene,cost_Bioethanol,cost_Biomass,cost_CO2 EoL,cost_Electricity,cost_Hydrogen,cost_Naphta,cost_Natural Gas,cost_PCW,cost_ref,CAPEX annuity_ref,CAPEX total_ref,Energy cost_ref,cost_Biobutene_ref,cost_Bioethanol_ref,cost_Biomass_ref,cost_CO2 EoL_ref,cost_Electricity_ref,cost_Hydrogen_ref,cost_Naphta_ref,cost_Natural Gas_ref,cost_PCW_ref,Additional OPEX_ref,Emissions_ref,Free Allocations_ref,Additional OPEX_diff,CAPEX annuity_diff,CAPEX total_diff,Emissions_diff,Energy cost_diff,Free Allocations_diff,cost_diff,cost_Biobutene_diff,cost_Bioethanol_diff,cost_Biomass_diff,cost_CO2 EoL_diff,cost_Electricity_diff,cost_Hydrogen_diff,cost_Naphta_diff,cost_Natural Gas_diff,cost_PCW_diff,CO2 Price,Size,Effective CO2 Price,Industry,Abatement_cost
Bioethanol,2025,Steamcracker_Naphtha,40.9427470484459,14.09,563.57,0.2,49.83783999999999,0.0,1679.3705870484457,1015.5000000000001,559.0,0.0,0.0,49.83783999999999,0.0,0.0,0.0,0.0,1531.1160427781049,196.93594277810507,2710.79,315.6525,0.0,0.0,0.0,341.7576,56.508,0.0,608.9999999999999,259.1445,0.0,67.77,1.57,0.0,-53.67999999999999,-155.99319572965916,-2147.22,-1.37,-265.81466,0.0,148.25454427034083,1015.5000000000001,559.0,0.0,-341.7576,-6.67016000000001,0.0,-608.9999999999999,-259.1445,0.0,108.84,1,108.84,polymers,108.21499581776702
Bioethanol,2026,Steamcracker_Naphtha,40.9427470484459,14.09,563.57,0.2,45.699679999999994,0.0,1675.2324270484457,1015.5000000000001,559.0,0.0,0.0,45.699679999999994,0.0,0.0,0.0,0.0,1539.584242778105,196.93594277810507,2710.79,266.87850000000003,0.0,0.0,0.0,398.9998,51.815999999999995,0.0,608.9999999999999,215.06250000000003,0.0,67.77,1.57,0.0,-53.67999999999999,-155.99319572965916,-2147.22,-1.37,-221.17882000000003,0.0,135.64818427034083,1015.5000000000001,559.0,0.0,-398.9998,-6.116320000000002,0.0,-608.9999999999999,-215.06250000000003,0.0,127.07,1,127.07,polymers,99.01327319002979
Bioethanol,2027,Steamcracker_Naphtha,40.9427470484459,14.09,563.57,0.2,46.59927999999999,0.0,1676.1320270484457,1015.5000000000001,559.0,0.0,0.0,46.59927999999999,0.0,0.0,0.0,0.0,1579.3859427781051,196.93594277810507,2710.79,249.43800000000005,0.0,0.0,0.0,456.2420000000001,52.836,0.0,608.9999999999999,196.60200000000003,0.0,67.77,1.57,0.0,-53.67999999999999,-155.99319572965916,-2147.22,-1.37,-202.83872000000005,0.0,96.74608427034059,1015.5000000000001,559.0,0.0,-456.2420000000001,-6.236720000000005,0.0,-608.9999999999999,-196.60200000000003,0.0,145.3,1,145.3,polymers,70.61757975937269
Bioethanol,2028,Steamcracker_Naphtha,40.9427470484459,14.09,563.57,0.2,41.201679999999996,0.0,1670.7344270484457,1015.5000000000001,559.0,0.0,0.0,41.201679999999996,0.0,0.0,0.0,0.0,1613.2880427781047,196.93594277810507,2710.79,226.06650000000002,0.0,0.0,0.0,513.5156,46.716,0.0,608.9999999999999,179.3505,0.0,67.77,1.57,0.0,-53.67999999999999,-155.99319572965916,-2147.22,-1.37,-184.86482,0.0,57.446384270341014,1015.5000000000001,559.0,0.0,-513.5156,-5.514320000000005,0.0,-608.9999999999999,-179.3505,0.0,163.54,1,163.54,polymers,41.93166735061388
Bioethanol,2029,Steamcracker_Naphtha,40.9427470484459,14.09,563.57,0.2,37.7832,0.0,1667.3159470484459,1015.5000000000001,559.0,0.0,0.0,37.7832,0.0,0.0,0.0,0.0,1648.1007427781049,196.93594277810507,2710.79,203.637,0.0,0.0,0.0,570.7578000000001,42.84,0.0,608.9999999999999,160.797,0.0,67.77,1.57,0.0,-53.67999999999999,-155.99319572965916,-2147.22,-1.37,-165.8538,0.0,19.21520427034102,1015.5000000000001,559.0,0.0,-570.7578000000001,-5.056800000000003,0.0,-608.9999999999999,-160.797,0.0,181.77,1,181.77,polymers,14.025696547694173
Bioethanol,2030,Steamcracker_Naphtha,40.9427470484459,14.09,563.57,0.2,35.084399999999995,0.0,1664.6171470484458,1015.5000000000001,559.0,0.0,0.0,35.084399999999995,0.0,0.0,0.0,0.0,1683.775942778105,196.93594277810507,2710.79,182.07000000000002,0.0,0.0,0.0,628.0,39.78,0.0,608.9999999999999,142.29000000000002,0.0,67.77,1.57,0.0,-53.67999999999999,-155.99319572965916,-2147.22,-1.37,-146.98560000000003,0.0,-19.158795729659232,1015.5000000000001,559.0,0.0,-628.0,-4.695600000000006,0.0,-608.9999999999999,-142.29000000000002,0.0,200.0,1,199.99999999999997,polymers,-13.984522430408198
Bioethanol,2031,Steamcracker_Naphtha,40.9427470484459,14.09,563.57,0.2,34.22978,0.0,1663.7625270484457,1015.5000000000001,559.0,0.0,0.0,34.22978,0.0,0.0,0.0,0.0,1740.584942778105,196.93594277810507,2710.79,176.079,0.0,0.0,0.0,690.8000000000001,38.811,0.0,608.9999999999999,137.268,0.0,67.77,1.57,0.0,-53.67999999999999,-155.99319572965916,-2147.22,-1.37,-141.84922,0.0,-76.82241572965927,1015.5000000000001,559.0,0.0,-690.8000000000001,-4.581220000000002,0.0,-608.9999999999999,-137.268,0.0,220.0,1,220.0,polymers,-56.07475600705056
Bioethanol,2032,Steamcracker_Naphtha,40.9427470484459,14.09,563.57,0.2,34.679579999999994,0.0,1664.2123270484458,1015.5000000000001,559.0,0.0,0.0,34.679579999999994,0.0,0.0,0.0,0.0,1802.360442778105,196.93594277810507,2710.79,175.05450000000002,0.0,0.0,0.0,753.6,39.321,0.0,608.9999999999999,135.73350000000002,0.0,67.77,1.57,0.0,-53.67999999999999,-155.99319572965916,-2147.22,-1.37,-140.37492000000003,0.0,-138.14811572965914,1015.5000000000001,559.0,0.0,-753.6,-4.641420000000004,0.0,-608.9999999999999,-135.73350000000002,0.0,240.0,1,240.0,polymers,-100.83804067858331
Bioethanol,2033,Steamcracker_Naphtha,40.9427470484459,14.09,563.57,0.2,35.7591,0.0,1665.2918470484458,1015.5000000000001,559.0,0.0,0.0,35.7591,0.0,0.0,0.0,0.0,1864.8499427781048,196.93594277810507,2710.79,174.74400000000003,0.0,0.0,0.0,816.4,40.545,0.0,608.9999999999999,134.199,0.0,67.77,1.57,0.0,-53.67999999999999,-155.99319572965916,-2147.22,-1.37,-138.98490000000004,0.0,-199.55809572965904,1015.5000000000001,559.0,0.0,-816.4,-4.785900000000005,0.0,-608.9999999999999,-134.199,0.0,260.0,1,260.0,polymers,-145.66284359829126
Bioethanol,2034,Steamcracker_Naphtha,40.9427470484459,14.09,563.57,0.2,36.2089,0.0,1665.7416470484459,1015.5000000000001,559.0,0.0,0.0,36.2089,0.0,0.0,0.0,0.0,1926.671942778105,196.93594277810507,2710.79,173.76600000000002,0.0,0.0,0.0,879.2,41.055,0.0,608.9999999999999,132.711,0.0,67.77,1.57,0.0,-53.67999999999999,-155.99319572965916,-2147.22,-1.37,-137.55710000000002,0.0,-260.93029572965906,1015.5000000000001,559.0,0.0,-879.2,-4.8461,0.0,-608.9999999999999,-132.711,0.0,280.0,1,280.0,polymers,-190.46006987566355
